id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit,idx
1zZIVe9x0JhdhpuQjLTjIM,pictures feat. Kacey Musgraves,alternative,https://open.spotify.com/track/1zZIVe9x0JhdhpuQjLTjIM,60.0,0.309,0.5670000000000001,0.542,0.000342,0.0734,0.0309,253868.0,2.0,-6.64,1.0,125.16,0.22899999999999998,79.0,2019-08-07,0.0,349
1zZIVe9x0JhdhpuQjLTjIM,pictures feat. Kacey Musgraves,folk,https://open.spotify.com/track/1zZIVe9x0JhdhpuQjLTjIM,60.0,0.309,0.5670000000000001,0.542,0.000342,0.0734,0.0309,253868.0,2.0,-6.64,1.0,125.16,0.22899999999999998,79.0,2019-08-07,0.0,3484
203xxdlledLFnkqrUleD72,You Can't Bring Me Down,groove,https://open.spotify.com/track/203xxdlledLFnkqrUleD72,53.0,0.00195,0.281,0.958,4.6899999999999995e-05,0.0915,0.375,348093.0,4.0,-10.798,0.0,136.851,0.0381,79.0,1990-07-02,1.0,4353
203xxdlledLFnkqrUleD72,You Can't Bring Me Down,punk-rock,https://open.spotify.com/track/203xxdlledLFnkqrUleD72,53.0,0.00195,0.281,0.958,4.6899999999999995e-05,0.0915,0.375,348093.0,4.0,-10.798,0.0,136.851,0.0381,79.0,1990-07-02,1.0,8676
21QpuibkIZywkkDQoAz3eh,Smash Shit Up,punk-rock,https://open.spotify.com/track/21QpuibkIZywkkDQoAz3eh,48.0,0.0020800000000000003,0.237,0.953,0.0,0.109,0.134,229101.0,5.0,-5.564,1.0,107.86,0.23199999999999998,4.0,2020-01-31,1.0,8657
21QpuibkIZywkkDQoAz3eh,Smash Shit Up,ska,https://open.spotify.com/track/21QpuibkIZywkkDQoAz3eh,48.0,0.0020800000000000003,0.237,0.953,0.0,0.109,0.134,229101.0,5.0,-5.564,1.0,107.86,0.23199999999999998,4.0,2020-01-31,1.0,9943
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,emo,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,73.0,3.43e-05,0.486,0.904,2.8300000000000014e-05,0.0947,0.0638,198266.0,6.0,-3.7510000000000003,0.0,173.734,0.7859999999999999,79.0,2003-01-01,0.0,3349
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,rock,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,73.0,3.43e-05,0.486,0.904,2.8300000000000014e-05,0.0947,0.0638,198266.0,6.0,-3.7510000000000003,0.0,173.734,0.7859999999999999,79.0,2003-01-01,0.0,9093
2472dNrjvduGFp6EsfZz0N,Cathedral,garage,https://open.spotify.com/track/2472dNrjvduGFp6EsfZz0N,48.0,0.531,0.39,0.573,0.769,0.10400000000000001,0.0264,184309.0,5.0,-7.55,1.0,169.81099999999995,0.428,45.0,2019-10-18,0.0,3824
2472dNrjvduGFp6EsfZz0N,Cathedral,psych-rock,https://open.spotify.com/track/2472dNrjvduGFp6EsfZz0N,48.0,0.531,0.39,0.573,0.769,0.10400000000000001,0.0264,184309.0,5.0,-7.55,1.0,169.81099999999995,0.428,45.0,2019-10-18,0.0,8400
