id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loudness,mode,tempo,valence,available_market,release_date,explicit,idx
5BvP31Kxf5R5WIuwbcQDDT,Used To Be,acoustic,https://open.spotify.com/track/5BvP31Kxf5R5WIuwbcQDDT,59.0,0.0617,0.6459999999999999,0.6579999999999999,0.0,0.0692,0.052000000000000005,190866.0,7.0,-4.678,1.0,92.001,0.44,79.0,2018-10-05,0.0,0
3ReE66I13dqsIxP9K5btfS,Hallelujah (Exclusive Single for Visiting Orphans) (feat. Tulsi),acoustic,https://open.spotify.com/track/3ReE66I13dqsIxP9K5btfS,37.0,0.7490000000000001,0.583,0.459,0.0,0.35600000000000004,0.0383,237876.0,4.0,-8.355,1.0,112.827,0.246,79.0,2011-12-01,0.0,1
6e5RUBdQ4M2L1D5ULaUFqX,Downpour,acoustic,https://open.spotify.com/track/6e5RUBdQ4M2L1D5ULaUFqX,37.0,0.7070000000000001,0.563,0.21600000000000005,0.000666,0.109,0.0312,194813.0,7.0,-12.172,1.0,116.016,0.204,79.0,2007-04-03,0.0,2
0MY3K86lZ9HIat4oBi40dh,Here With Me - Acoustic,acoustic,https://open.spotify.com/track/0MY3K86lZ9HIat4oBi40dh,56.0,0.833,0.6890000000000001,0.299,0.0,0.115,0.0301,164478.0,7.0,-9.431,1.0,96.825,0.52,79.0,2019-04-12,0.0,3
3EDsE5wLaAASVRmF6T9hWO,Hung the Moon (Uh Huh Song),acoustic,https://open.spotify.com/track/3EDsE5wLaAASVRmF6T9hWO,36.0,0.665,0.503,0.289,4.15e-05,0.0849,0.0271,179706.0,0.0,-10.292,1.0,147.381,0.547,79.0,2009-08-11,0.0,4
0AYG9AcwqEeqgAw3OvshPC,The Woman I Love,acoustic,https://open.spotify.com/track/0AYG9AcwqEeqgAw3OvshPC,45.0,0.0682,0.591,0.647,6.720000000000001e-05,0.231,0.0277,190751.0,4.0,-8.34,1.0,79.679,0.6779999999999999,15.0,2012-04-13,0.0,5
4vl2zwXsTmAxgu9iY0g6UK,I Don't Want to Be,acoustic,https://open.spotify.com/track/4vl2zwXsTmAxgu9iY0g6UK,63.0,0.007909999999999999,0.423,0.862,0.0,0.133,0.0695,217760.0,0.0,-5.13,0.0,154.746,0.462,78.0,2003-07-21,0.0,6
2fPjvOwIjwKapZz6FEl7N6,Chill In The Air,acoustic,https://open.spotify.com/track/2fPjvOwIjwKapZz6FEl7N6,41.0,0.185,0.657,0.441,2.3800000000000006e-05,0.102,0.0352,267865.0,6.0,-10.336,1.0,134.002,0.278,75.0,2013-01-01,0.0,7
6WFXV8OcUOvH92XOlMFKft,Let It Be Me,acoustic,https://open.spotify.com/track/6WFXV8OcUOvH92XOlMFKft,39.0,0.46,0.612,0.273,0.0,0.116,0.0265,280226.0,0.0,-7.985,1.0,108.097,0.319,51.0,2009-03-04,0.0,8
4JWgRSFQqIQFFase45s6Ho,Not Enough Drugs (Acoustic),acoustic,https://open.spotify.com/track/4JWgRSFQqIQFFase45s6Ho,48.0,0.662,0.468,0.413,0.0,0.0669,0.0427,226648.0,10.0,-10.349,1.0,159.487,0.403,79.0,2017-03-24,1.0,9
5grmNnhOTNSbcq3R1heVT1,Supernova,acoustic,https://open.spotify.com/track/5grmNnhOTNSbcq3R1heVT1,49.0,0.138,0.581,0.7509999999999999,0.00104,0.0893,0.0301,235426.0,11.0,-7.1789999999999985,1.0,133.851,0.927,79.0,2014-04-25,0.0,10
1PhkJsyCQmKlrl3w5RuhtD,Te Amo,acoustic,https://open.spotify.com/track/1PhkJsyCQmKlrl3w5RuhtD,42.0,0.911,0.365,0.44,0.0,0.6970000000000001,0.306,223200.0,8.0,-13.63,0.0,174.58900000000003,0.619,79.0,2011-01-01,0.0,11
6Dx3xrAn5TCawnPvJeAlni,ありがとうはこっちの言葉 - TV version,acoustic,https://open.spotify.com/track/6Dx3xrAn5TCawnPvJeAlni,42.0,0.8079999999999999,0.312,0.355,2.53e-06,0.128,0.0286,90133.0,2.0,-7.58,0.0,80.387,0.272,79.0,2020-01-24,0.0,12
3RPerpXuNznZbCuWYEBz5i,All My Days,acoustic,https://open.spotify.com/track/3RPerpXuNznZbCuWYEBz5i,63.0,0.807,0.417,0.425,0.732,0.097,0.032,297120.0,2.0,-10.99,1.0,88.272,0.506,79.0,2006-06-06,0.0,13
2xHKGx65VCsJgU83Bvh4j7,Apologize,acoustic,https://open.spotify.com/track/2xHKGx65VCsJgU83Bvh4j7,54.0,0.812,0.5660000000000001,0.168,0.0,0.125,0.0372,181596.0,3.0,-12.483,1.0,116.286,0.238,79.0,2018-04-27,0.0,14
5GxhZpPHgeN5uU6Q4fNrTo,God Knows (Must Be Love) - Radio Edit,acoustic,https://open.spotify.com/track/5GxhZpPHgeN5uU6Q4fNrTo,54.0,0.221,0.575,0.568,0.0,0.138,0.0258,236453.0,5.0,-4.618,1.0,78.065,0.382,79.0,2019-07-26,0.0,15
3n5MOB82LKPL14eBEmodTd,If I Can't Have You,acoustic,https://open.spotify.com/track/3n5MOB82LKPL14eBEmodTd,45.0,0.0652,0.664,0.601,0.0,0.254,0.0297,253445.0,2.0,-8.455,0.0,87.008,0.66,79.0,2019-05-10,0.0,16
2KhS0LVOw9ralhfbcIi7vL,Comes And Goes (In Waves),acoustic,https://open.spotify.com/track/2KhS0LVOw9ralhfbcIi7vL,54.0,0.54,0.565,0.698,0.0183,0.124,0.0295,253546.0,0.0,-8.596,1.0,120.013,0.155,79.0,2008-01-01,0.0,17
25dc7wKgV1HyHIKG3frcme,"Sleeping to Dream - Live at the Eagles Ballroom, Milwaukee, WI, 10/28/2003",acoustic,https://open.spotify.com/track/25dc7wKgV1HyHIKG3frcme,44.0,0.701,0.263,0.5,0.0,0.986,0.0355,253200.0,2.0,-8.759,1.0,168.12900000000005,0.195,79.0,2004-08-24,0.0,18
4fxNwAXn8J9LNi5Rz8eMIv,You and I,acoustic,https://open.spotify.com/track/4fxNwAXn8J9LNi5Rz8eMIv,43.0,0.193,0.433,0.772,1.76e-06,0.0952,0.0592,222920.0,0.0,-6.069,0.0,200.093,0.674,79.0,2014-04-29,0.0,19
3uHzqbhFpVuetPLjJ8JTMW,Sunday Morning,acoustic,https://open.spotify.com/track/3uHzqbhFpVuetPLjJ8JTMW,40.0,0.552,0.6829999999999999,0.545,0.0695,0.0929,0.0609,299333.0,0.0,-11.643,1.0,148.046,0.625,79.0,2020-02-14,0.0,20
7znZOKabUQzUMXjgMXDuem,Shut Up and Dance,acoustic,https://open.spotify.com/track/7znZOKabUQzUMXjgMXDuem,41.0,0.8640000000000001,0.6920000000000001,0.162,0.0,0.112,0.033,159009.0,1.0,-9.785,1.0,99.853,0.457,79.0,2017-01-13,0.0,21
0SQmgir2AkvVKa3snPcn2z,"Coffee, God, And Cigarettes",acoustic,https://open.spotify.com/track/0SQmgir2AkvVKa3snPcn2z,45.0,0.327,0.456,0.54,0.0,0.17,0.0433,140680.0,2.0,-4.593,1.0,149.746,0.77,79.0,2006-03-26,0.0,22
1Ceyu1SpGIlm8H8WH5MWtP,Live While We're Young,acoustic,https://open.spotify.com/track/1Ceyu1SpGIlm8H8WH5MWtP,43.0,0.16699999999999998,0.532,0.733,1.58e-06,0.141,0.0861,307760.0,10.0,-6.252000000000002,1.0,80.102,0.328,79.0,2014-04-29,0.0,23
4KMXlzvtC8xjLseDqDjpeU,My Babe,acoustic,https://open.spotify.com/track/4KMXlzvtC8xjLseDqDjpeU,55.0,0.862,0.6759999999999999,0.334,0.0,0.32,0.0508,162040.0,5.0,-10.572,1.0,158.0,0.867,79.0,1993-06-08,0.0,27
4lFz35j0bwjUPtEgEcr2WO,"My Heart, Your Heart",acoustic,https://open.spotify.com/track/4lFz35j0bwjUPtEgEcr2WO,41.0,0.539,0.339,0.348,0.0154,0.402,0.0411,195097.0,0.0,-13.502,1.0,139.842,0.0729,79.0,2018-06-01,0.0,28
2qlBAesF7glyZnNqzaiHOT,I Hate Everything,acoustic,https://open.spotify.com/track/2qlBAesF7glyZnNqzaiHOT,41.0,0.259,0.69,0.392,0.0,0.12,0.0444,115591.0,9.0,-6.957000000000002,1.0,123.377,0.679,79.0,2014,1.0,29
5NN7CBTw3IwuBHhxbIi0Gh,You Got Me,acoustic,https://open.spotify.com/track/5NN7CBTw3IwuBHhxbIi0Gh,43.0,0.382,0.636,0.517,0.0,0.331,0.033,240506.0,7.0,-6.472,1.0,121.046,0.489,2.0,2009,0.0,30
3DWAKDbWqivzjZ5wGQJP8Z,Bill Collectors Theme Song,acoustic,https://open.spotify.com/track/3DWAKDbWqivzjZ5wGQJP8Z,37.0,0.816,0.474,0.419,0.0,0.102,0.0327,243408.0,2.0,-7.3279999999999985,1.0,106.216,0.515,79.0,2016-03-13,1.0,31
48mhRAnKkpLVuMmqTMPBUe,"Get up, Get On",acoustic,https://open.spotify.com/track/48mhRAnKkpLVuMmqTMPBUe,42.0,0.251,0.501,0.643,0.0267,0.101,0.0413,268910.0,1.0,-7.345,0.0,139.90200000000002,0.141,79.0,2015-08-07,0.0,32
02acUMylPHMjJ9miDc9b38,Ever the Same,acoustic,https://open.spotify.com/track/02acUMylPHMjJ9miDc9b38,61.0,0.0152,0.435,0.7290000000000001,2.63e-05,0.11,0.0307,256600.0,1.0,-4.8180000000000005,0.0,188.017,0.524,79.0,2005-04-05,0.0,33
69ubG66Ymvw5sfEyRheUde,Wanna Be Loved,acoustic,https://open.spotify.com/track/69ubG66Ymvw5sfEyRheUde,39.0,0.425,0.654,0.348,0.0,0.107,0.0303,207422.0,9.0,-10.148,1.0,139.924,0.285,79.0,2011-09-13,0.0,34
1TrGdXSgiBm8W68D2K1COG,Cross Road Blues,acoustic,https://open.spotify.com/track/1TrGdXSgiBm8W68D2K1COG,55.0,0.93,0.675,0.311,0.000261,0.102,0.0525,149560.0,9.0,-11.959,1.0,97.159,0.638,79.0,1937,0.0,36
3ehaORXQ7WPWY62TU9tJct,Cody's Theme,acoustic,https://open.spotify.com/track/3ehaORXQ7WPWY62TU9tJct,33.0,1.25e-05,0.394,0.933,0.203,0.6990000000000001,0.17600000000000002,123576.0,0.0,-5.121,1.0,154.532,0.556,76.0,2016-08-19,0.0,37
1AJRWM34yxnAxhF9TEK0Zj,Lot To Learn,acoustic,https://open.spotify.com/track/1AJRWM34yxnAxhF9TEK0Zj,59.0,0.758,0.57,0.468,0.0,0.206,0.047,226470.0,6.0,-4.192,1.0,137.855,0.335,79.0,2017-04-21,0.0,38
4JkP8L0inEniMrIXSIj2SK,Red Fire Night,acoustic,https://open.spotify.com/track/4JkP8L0inEniMrIXSIj2SK,36.0,0.27,0.581,0.833,0.0,0.159,0.047,188466.0,4.0,-3.486,1.0,142.035,0.887,78.0,2016-01-22,0.0,39
4XBcShO4h4X55x9yMmyKHL,Sweetest Thing,acoustic,https://open.spotify.com/track/4XBcShO4h4X55x9yMmyKHL,54.0,0.701,0.546,0.411,9.73e-05,0.0955,0.0475,218502.0,2.0,-9.308,1.0,79.785,0.528,79.0,2017-02-10,0.0,40
1vmT0Hu4BSUJNG6jfkP3Yv,Stockholm,acoustic,https://open.spotify.com/track/1vmT0Hu4BSUJNG6jfkP3Yv,39.0,0.862,0.5529999999999999,0.568,0.0157,0.145,0.185,216123.0,2.0,-11.409,1.0,165.94299999999996,0.517,79.0,2019-08-02,0.0,41
1FOTNOkW0c5rXF95fc6hq1,Fighter,acoustic,https://open.spotify.com/track/1FOTNOkW0c5rXF95fc6hq1,45.0,0.334,0.733,0.447,0.0,0.0851,0.0588,234040.0,9.0,-8.751,1.0,143.875,0.445,79.0,2018-04-20,0.0,42
48964GSffAAsOPSc0jh1xn,Wanted Man - Live from the Woods,acoustic,https://open.spotify.com/track/48964GSffAAsOPSc0jh1xn,38.0,0.00411,0.255,0.899,0.000331,0.35100000000000003,0.0553,457760.0,9.0,-4.234,1.0,136.107,0.21,77.0,2015-04-10,0.0,43
3EbwVMrQqmOKo8nUSJqRv6,31 Flavors,acoustic,https://open.spotify.com/track/3EbwVMrQqmOKo8nUSJqRv6,40.0,0.406,0.51,0.8009999999999999,0.0,0.263,0.0726,244586.0,4.0,-4.865,1.0,148.047,0.6890000000000001,79.0,2009-01-01,0.0,44
7wqYlgJue4WhUVD3qglMj7,Girls Just Wanna Have Fun - Bossa Nova,acoustic,https://open.spotify.com/track/7wqYlgJue4WhUVD3qglMj7,57.0,0.921,0.6459999999999999,0.247,0.0,0.116,0.0417,184041.0,1.0,-11.63,0.0,92.879,0.477,79.0,2017-06-18,0.0,45
0Td7BMvwteZ3yQGknM68Ur,Jennie,acoustic,https://open.spotify.com/track/0Td7BMvwteZ3yQGknM68Ur,45.0,0.0524,0.624,0.7020000000000001,0.0,0.14,0.0447,271173.0,11.0,-7.729,0.0,91.935,0.638,79.0,2016-01-15,0.0,46
2bqjWTGDpFoG3YlRgKvqDo,Fix You,acoustic,https://open.spotify.com/track/2bqjWTGDpFoG3YlRgKvqDo,63.0,0.79,0.5329999999999999,0.152,2.46e-05,0.14800000000000002,0.0302,261666.0,2.0,-14.996,1.0,143.972,0.132,79.0,2015-09-08,0.0,47
4psC5agYNMRBscGeLTqhc3,20 Years,acoustic,https://open.spotify.com/track/4psC5agYNMRBscGeLTqhc3,43.0,0.908,0.523,0.29600000000000004,0.0008699999999999999,0.0922,0.0292,181546.0,11.0,-12.486,0.0,122.571,0.34600000000000003,1.0,2011-02-01,0.0,48
7s7KOxwTHHnVBmtphJKWRk,Nights Like These,acoustic,https://open.spotify.com/track/7s7KOxwTHHnVBmtphJKWRk,41.0,0.868,0.634,0.328,0.0,0.119,0.132,121852.0,2.0,-13.939,1.0,91.772,0.88,79.0,2017-05-01,1.0,49
23RHSRi84GsFKbu9h018xN,My Wildest Dreams,acoustic,https://open.spotify.com/track/23RHSRi84GsFKbu9h018xN,41.0,0.643,0.56,0.177,1.32e-06,0.127,0.0326,191693.0,7.0,-9.143,1.0,80.033,0.332,79.0,2020-03-06,0.0,50
3PQIdQjXZQlRT2hoURf9Zs,Arrows,acoustic,https://open.spotify.com/track/3PQIdQjXZQlRT2hoURf9Zs,44.0,0.0906,0.6559999999999999,0.768,0.000228,0.126,0.0303,198236.0,4.0,-7.548999999999999,1.0,116.955,0.229,79.0,2018-06-01,0.0,51
60b7AN3Z4q2eYaAGO5XtOg,"Love Song - Live at the Variety Playhouse, Atlanta, GA - May 2013",acoustic,https://open.spotify.com/track/60b7AN3Z4q2eYaAGO5XtOg,39.0,0.89,0.569,0.411,0.0,0.75,0.0327,254840.0,5.0,-7.511,1.0,125.593,0.3,79.0,2013-10-22,1.0,52
6YUK2Pb8tM5j9yreLATCKt,"Here, Right Now",acoustic,https://open.spotify.com/track/6YUK2Pb8tM5j9yreLATCKt,52.0,0.826,0.496,0.391,0.0126,0.108,0.0311,183213.0,10.0,-9.844,1.0,108.868,0.4920000000000001,76.0,2019-07-12,0.0,53
508oIAu1vdp34a3IX7h3Dk,The Men That Drive Me Places,acoustic,https://open.spotify.com/track/508oIAu1vdp34a3IX7h3Dk,46.0,0.931,0.394,0.151,0.0,0.103,0.0518,257586.0,2.0,-14.212,1.0,174.481,0.209,79.0,2015-08-28,0.0,54
1l1ICyrH8UifAINnQevBfq,You Got What I Need,acoustic,https://open.spotify.com/track/1l1ICyrH8UifAINnQevBfq,35.0,0.0746,0.464,0.35100000000000003,5.36e-06,0.14,0.0322,185173.0,2.0,-8.849,1.0,185.166,0.319,1.0,2010-10-12,0.0,55
03V5hhD1z7CD41Dy4ZVthN,Even Here,acoustic,https://open.spotify.com/track/03V5hhD1z7CD41Dy4ZVthN,44.0,0.934,0.349,0.225,1.56e-05,0.111,0.0342,248253.0,0.0,-10.705,1.0,169.855,0.237,79.0,2019-10-04,0.0,58
3ce7k1L4EkZppZPz1EJWTS,Living in the Moment,acoustic,https://open.spotify.com/track/3ce7k1L4EkZppZPz1EJWTS,49.0,0.0482,0.65,0.628,0.0,0.119,0.0232,235080.0,7.0,-7.16,1.0,84.14,0.6990000000000001,15.0,2012-04-13,0.0,59
5sVyefkGgQeYCgnqr4KslQ,Front Porch,acoustic,https://open.spotify.com/track/5sVyefkGgQeYCgnqr4KslQ,64.0,0.887,0.5670000000000001,0.224,0.0,0.109,0.0299,231813.0,1.0,-10.024,1.0,124.44,0.2,77.0,2019-05-03,0.0,60
1udBxtZiU03LC2hj8Uxdx3,Don't Leave Just Yet,acoustic,https://open.spotify.com/track/1udBxtZiU03LC2hj8Uxdx3,38.0,0.00191,0.3720000000000001,0.879,0.0,0.6990000000000001,0.0433,233426.0,0.0,-4.328,1.0,170.993,0.314,79.0,2006-04-04,0.0,61
1Cy1eK17Dmj4e47iQSXZeR,Like Rock & Roll and Radio,acoustic,https://open.spotify.com/track/1Cy1eK17Dmj4e47iQSXZeR,41.0,0.6809999999999999,0.465,0.159,4.870000000000001e-05,0.0986,0.0333,363973.0,10.0,-11.925,1.0,143.48,0.269,78.0,2010-08-13,0.0,62
4yhf8baL67t7mabOrHGRHg,Cold Water,acoustic,https://open.spotify.com/track/4yhf8baL67t7mabOrHGRHg,35.0,0.8759999999999999,0.297,0.16899999999999998,0.152,0.0856,0.0361,299400.0,0.0,-16.369,1.0,119.642,0.0886,2.0,2003-06-03,0.0,63
4yQRqCxqCHaxOMmaQRVqoF,Up There,acoustic,https://open.spotify.com/track/4yQRqCxqCHaxOMmaQRVqoF,37.0,0.883,0.369,0.313,0.0102,0.133,0.0371,194700.0,7.0,-14.281,1.0,139.208,0.229,79.0,2018-06-01,0.0,64
4jtJZ9mep9Cdh8RGl5vw0g,MONEY & FAME,acoustic,https://open.spotify.com/track/4jtJZ9mep9Cdh8RGl5vw0g,44.0,0.0686,0.5539999999999999,0.8909999999999999,1.47e-05,0.0905,0.0991,192146.0,6.0,-3.919,0.0,154.012,0.454,79.0,2016-07-15,0.0,65
1TkzittARXqOUAP9wHTJwH,Places,acoustic,https://open.spotify.com/track/1TkzittARXqOUAP9wHTJwH,36.0,0.122,0.526,0.743,1.29e-05,0.0566,0.0437,195923.0,2.0,-5.122000000000001,1.0,127.945,0.295,79.0,2017-09-15,0.0,67
0aDFQBflkV0vZhqYZYRpoY,How Have We Never,acoustic,https://open.spotify.com/track/0aDFQBflkV0vZhqYZYRpoY,38.0,0.14800000000000002,0.759,0.6970000000000001,0.0347,0.0962,0.0294,252109.0,7.0,-7.197,1.0,120.036,0.8290000000000001,79.0,2020-01-17,0.0,68
6forBPLjeyuSJaE8dpy23Q,Color Me Once,acoustic,https://open.spotify.com/track/6forBPLjeyuSJaE8dpy23Q,38.0,0.667,0.6890000000000001,0.493,0.00146,0.0987,0.0355,249133.0,2.0,-9.211,0.0,118.839,0.35,79.0,2005-07-12,0.0,69
3AH12fVi34vJVqriMpM6Bo,A Little More,acoustic,https://open.spotify.com/track/3AH12fVi34vJVqriMpM6Bo,55.0,0.013,0.643,0.741,2.34e-05,0.0711,0.0404,196600.0,2.0,-5.084,1.0,80.043,0.935,79.0,2014-04-08,0.0,70
1b5Cgfs0La5peeZ7Sw7y6y,What I Am - Recorded at Spotify Studios NYC,acoustic,https://open.spotify.com/track/1b5Cgfs0La5peeZ7Sw7y6y,57.0,0.6679999999999999,0.546,0.299,0.109,0.111,0.0386,235579.0,5.0,-14.999,1.0,115.464,0.789,79.0,2018-07-02,0.0,71
4tK4ARuilOrBzwVQK73E0Y,The Remedy (I Won't Worry),acoustic,https://open.spotify.com/track/4tK4ARuilOrBzwVQK73E0Y,61.0,0.04,0.589,0.867,0.0,0.306,0.0385,256440.0,10.0,-4.523,1.0,94.519,0.795,79.0,2002-10-15,0.0,72
1hxWqVqA9w1a8RiNgiU03u,All Is Not Lost,acoustic,https://open.spotify.com/track/1hxWqVqA9w1a8RiNgiU03u,38.0,0.8859999999999999,0.308,0.3,0.000685,0.139,0.0308,228293.0,7.0,-12.11,1.0,92.439,0.122,79.0,2017-01-27,0.0,73
3fxc2GDtIjDprOyMFABWDs,Stay With Me,acoustic,https://open.spotify.com/track/3fxc2GDtIjDprOyMFABWDs,38.0,0.145,0.519,0.458,0.0171,0.113,0.0263,193293.0,5.0,-8.835,1.0,108.401,0.32,78.0,2011,0.0,74
2GwShNdcJHDLEkGO4L34lF,Back To You,acoustic,https://open.spotify.com/track/2GwShNdcJHDLEkGO4L34lF,55.0,0.875,0.448,0.256,0.0,0.113,0.0483,219976.0,5.0,-10.17,1.0,77.27199999999998,0.174,79.0,2018-06-15,0.0,75
0aq1MFwgETUnlloseZlnZz,White Fences,acoustic,https://open.spotify.com/track/0aq1MFwgETUnlloseZlnZz,37.0,0.16699999999999998,0.5489999999999999,0.916,0.0,0.444,0.0428,225466.0,1.0,-3.402,1.0,79.999,0.438,79.0,2011-09-19,0.0,76
1j9eCnVUjr3CKRtYDKDmz3,Claim Your Ghost,acoustic,https://open.spotify.com/track/1j9eCnVUjr3CKRtYDKDmz3,43.0,0.513,0.344,0.37,4.02e-05,0.341,0.0366,148493.0,2.0,-8.906,1.0,157.833,0.475,79.0,2017-08-25,0.0,77
4hVnZf324hXy6TyVx2oncO,Lucky (feat. Ximena Sariñana),acoustic,https://open.spotify.com/track/4hVnZf324hXy6TyVx2oncO,53.0,0.34700000000000003,0.708,0.384,0.0,0.15,0.035,189013.0,9.0,-8.845,0.0,130.071,0.487,70.0,2009-06-15,0.0,78
0lltDjxNE19ciwRInP4qPX,Tongue Tied - Acoustic,acoustic,https://open.spotify.com/track/0lltDjxNE19ciwRInP4qPX,60.0,0.845,0.429,0.278,0.374,0.127,0.0299,185250.0,7.0,-14.927,1.0,154.086,0.377,79.0,2020-03-13,0.0,79
1WfxsYHBi6qMQ36lmo4y11,Ojai,acoustic,https://open.spotify.com/track/1WfxsYHBi6qMQ36lmo4y11,42.0,0.0779,0.6709999999999999,0.544,0.0302,0.122,0.0293,275506.0,11.0,-8.894,1.0,120.144,0.887,79.0,2014-04-25,0.0,80
25fcj6d2W1l8DQL11Czdzb,Party of One (feat. Sam Smith),acoustic,https://open.spotify.com/track/25fcj6d2W1l8DQL11Czdzb,60.0,0.779,0.354,0.206,0.00021,0.0959,0.0365,259558.0,0.0,-11.799,1.0,139.056,0.202,79.0,2018-10-17,0.0,81
3kOgi9UlPi62gvzShmmUe8,Way Way Back,acoustic,https://open.spotify.com/track/3kOgi9UlPi62gvzShmmUe8,39.0,0.294,0.602,0.708,0.0,0.122,0.0558,223506.0,10.0,-4.553,1.0,151.186,0.389,79.0,2018-10-05,0.0,82
5CdoLhKBjtDUTnA0EdJCfk,Back To New Orleans,acoustic,https://open.spotify.com/track/5CdoLhKBjtDUTnA0EdJCfk,42.0,0.889,0.629,0.275,0.00747,0.107,0.0606,201733.0,4.0,-17.572,1.0,81.98,0.6659999999999999,77.0,1991-01-01,0.0,83
2llowtZvTUaJYHm8a2bhDN,Anchor for My Soul,acoustic,https://open.spotify.com/track/2llowtZvTUaJYHm8a2bhDN,40.0,0.108,0.506,0.5589999999999999,0.598,0.1,0.0579,266270.0,1.0,-10.118,0.0,92.087,0.147,79.0,2019-08-09,0.0,84
29yCqXXDp6PE6nq59Ke0I8,Lovin' in My Baby's Eyes,acoustic,https://open.spotify.com/track/29yCqXXDp6PE6nq59Ke0I8,42.0,0.8029999999999999,0.561,0.514,2.32e-06,0.112,0.0359,159133.0,10.0,-9.964,1.0,85.14,0.524,79.0,2005,0.0,85
0jkVXytWSisMUtrBEej9mi,Come Round Soon,acoustic,https://open.spotify.com/track/0jkVXytWSisMUtrBEej9mi,38.0,0.0784,0.338,0.8190000000000001,0.0,0.159,0.0777,213120.0,0.0,-4.495,0.0,74.756,0.545,79.0,2007-07-03,0.0,86
7fMYBrlKl9mkcMTUGT4j6l,Beg Steal or Borrow,acoustic,https://open.spotify.com/track/7fMYBrlKl9mkcMTUGT4j6l,53.0,0.461,0.472,0.55,0.0005549999999999999,0.172,0.028,272666.0,6.0,-8.516,1.0,148.101,0.395,78.0,2010-08-13,0.0,87
5d9bKlSjNIf9hTnRDXeN0F,Someone Who Loves Me,acoustic,https://open.spotify.com/track/5d9bKlSjNIf9hTnRDXeN0F,45.0,0.826,0.5670000000000001,0.299,0.000192,0.115,0.0347,197836.0,0.0,-14.895,1.0,135.805,0.236,79.0,2019-05-10,0.0,89
36anKm9f497atmP2zAScFo,Open Hands,acoustic,https://open.spotify.com/track/36anKm9f497atmP2zAScFo,41.0,0.861,0.414,0.106,0.0005139999999999999,0.0954,0.0316,246813.0,5.0,-11.628,1.0,139.139,0.153,79.0,2014-04-15,0.0,90
5iz6oTqd2Xu0FLdTwom6mK,Free,acoustic,https://open.spotify.com/track/5iz6oTqd2Xu0FLdTwom6mK,38.0,0.774,0.523,0.615,2.01e-05,0.365,0.0361,258255.0,0.0,-8.136000000000001,1.0,95.087,0.637,79.0,2018-06-01,0.0,91
4vAnqYqm1DOo5IDVcxORX3,How Long Will I Love You,acoustic,https://open.spotify.com/track/4vAnqYqm1DOo5IDVcxORX3,47.0,0.878,0.382,0.157,0.0004730000000000001,0.112,0.0361,144830.0,1.0,-16.157,1.0,136.11,0.224,79.0,2019-01-25,0.0,92
6vi3bUoyyrsBLVTh9QofxH,Everything I Need,acoustic,https://open.spotify.com/track/6vi3bUoyyrsBLVTh9QofxH,44.0,0.7979999999999999,0.451,0.115,0.0129,0.0824,0.0442,197108.0,2.0,-18.189,1.0,85.54,0.127,79.0,2018-06-01,0.0,94
3wpZTp7HM8Dv25oExNgCC6,Keep Breathing,acoustic,https://open.spotify.com/track/3wpZTp7HM8Dv25oExNgCC6,54.0,0.7759999999999999,0.52,0.308,0.00285,0.115,0.0331,205586.0,7.0,-11.996,1.0,125.93,0.187,79.0,2008-10-14,0.0,95
2dMkrhsWFVP2rHZmTEKkeh,Wanted Man,acoustic,https://open.spotify.com/track/2dMkrhsWFVP2rHZmTEKkeh,56.0,0.805,0.514,0.319,0.0,0.211,0.0941,235106.0,3.0,-8.978,1.0,203.651,0.677,79.0,2018-05-04,0.0,96
43yC2ACkinYwJUVAhtfjdK,"Traveler / Make It Mine - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",acoustic,https://open.spotify.com/track/43yC2ACkinYwJUVAhtfjdK,45.0,0.0518,0.353,0.903,0.0,0.966,0.11,274506.0,4.0,-3.087,0.0,148.95600000000005,0.537,77.0,2009-11-06,0.0,97
63e7gdWf1DtM6AVifeEzO9,Headphones,acoustic,https://open.spotify.com/track/63e7gdWf1DtM6AVifeEzO9,40.0,0.00563,0.5720000000000001,0.867,0.0,0.2,0.0466,208600.0,8.0,-4.4110000000000005,1.0,89.985,0.585,78.0,2015-01-01,0.0,98
2MGKDu7orDRI1eADeiJAT5,Slow Down,acoustic,https://open.spotify.com/track/2MGKDu7orDRI1eADeiJAT5,52.0,0.228,0.583,0.544,6.25e-05,0.0965,0.0319,217266.0,6.0,-6.109,1.0,154.084,0.421,79.0,2018-06-15,0.0,99
5xA1mq2MUzqcyLnLqxLUy9,Africa,afrobeat,https://open.spotify.com/track/5xA1mq2MUzqcyLnLqxLUy9,28.0,0.136,0.764,0.642,0.42,0.231,0.0436,241493.0,8.0,-14.089,1.0,95.232,0.705,79.0,1974,0.0,100
29CBLtJrvyVxdJ41seRiZp,You Mess Me Up,afrobeat,https://open.spotify.com/track/29CBLtJrvyVxdJ41seRiZp,24.0,0.116,0.573,0.995,0.972,0.17600000000000002,0.0621,128973.0,7.0,-3.365,1.0,98.171,0.921,78.0,2012-11-05,0.0,101
6c5flx9Sfv7qCFlx1aVPSG,Ewa,afrobeat,https://open.spotify.com/track/6c5flx9Sfv7qCFlx1aVPSG,28.0,0.0317,0.6920000000000001,0.884,0.885,0.087,0.0632,251146.0,1.0,-8.655,1.0,112.976,0.19,78.0,2014-10-20,0.0,102
