,id,name,artist,genre,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit
657,2wkzXvuF7mRJXQdVxz1fo7,Don't Burn the Witch,Venom,black-metal,39.0,0.0117,0.39,0.752,8.91e-05,0.377,0.0385,197906.0,1.0,-11.051,1.0,97.549,0.269,78.0,1982-11-01,0.0
658,7x9gPXIuiG4K45JGR1Zqyq,Kings of the Carnival Creation,Dimmu Borgir,black-metal,42.0,1.5e-05,0.221,0.965,0.12,0.0655,0.1,468480.0,6.0,-2.872,0.0,116.625,0.126,79.0,2001-03-12,0.0
659,3ecwexhKakyEEYsLfI4y8o,Chainsaw Lullaby,Bloodbath,black-metal,28.0,2.77e-06,0.354,0.919,0.945,0.375,0.063,199586.0,0.0,-4.378,1.0,130.045,0.382,77.0,2018-10-26,1.0
660,6UTjcW0vW4aZ8QITCg3W0i,Mother of Satan,Anaal Nathrakh,black-metal,29.0,1.96e-06,0.065,0.921,0.911,0.357,0.112,205200.0,11.0,-4.078,1.0,75.264,0.0396,79.0,2018-09-28,1.0
661,6P9LK6apBY4QVkk6kik2x1,Expandera,Lifelover,black-metal,30.0,0.0145,0.512,0.804,0.851,0.131,0.0305,229186.0,5.0,-5.032,1.0,149.95,0.301,79.0,2011-02-11,0.0
662,2drQ5At98WaG4hPHjp7YHg,Sabbath Mater,Behemoth,black-metal,32.0,2.39e-05,0.206,0.976,0.00466,0.108,0.159,296893.0,6.0,-5.425,1.0,139.975,0.113,10.0,2018-10-05,1.0
663,2YeKkivFMbYrRuzvcqhpzt,Non Serviam,Moonsorrow,black-metal,32.0,5.08e-06,0.193,0.931,0.642,0.17,0.0661,309809.0,9.0,-8.09,1.0,100.67,0.287,79.0,2016-10-28,0.0
664,1eFBN4P6hzn4bjfbHHQXzw,Gebrechlichkeit II,Burzum,black-metal,31.0,4.48e-06,0.216,0.321,0.122,0.406,0.0505,472866.0,6.0,-12.204,0.0,113.586,0.0343,79.0,1996,0.0
665,0jyI0oWFBuB9DN9msHQNIv,Leech,Katatonia,black-metal,28.0,0.00403,0.396,0.765,0.0796,0.131,0.0343,263213.0,1.0,-8.814,1.0,110.001,0.437,77.0,2012-08-27,0.0
666,2ksadH0rmJCMAQ8r3Najnt,Mexican Radio,Celtic Frost,black-metal,44.0,3.43e-05,0.245,0.933,0.182,0.0437,0.0863,209000.0,4.0,-8.148,0.0,178.555,0.456,77.0,1987-06-01,0.0
667,33gFWxINWxcz82ewlIxphs,Heavy Lies The Crown,Draconian,black-metal,21.0,0.00284,0.393,0.53,0.00525,0.11,0.0294,398560.0,0.0,-7.454,1.0,98.048,0.0705,1.0,2015-10-30,0.0
668,4nVuebCW2HxCAmTEpBSapc,Golden Dust,Heretoir,black-metal,34.0,1.69e-05,0.396,0.815,0.855,0.0813,0.0406,386906.0,7.0,-7.29,0.0,140.026,0.0443,79.0,2017-03-24,0.0
669,6whmodY4ixeotqmVxwQOwL,What Else Is There - Bonus Version,Enslaved,black-metal,41.0,4.15e-05,0.46,0.889,0.656,0.0671,0.0581,284026.0,1.0,-6.279,0.0,114.994,0.219,78.0,2017-10-13,0.0
670,4onbs2kp8T8Mvs7L0GPeTJ,Serpents Unleashed,Skeletonwitch,black-metal,20.0,1.21e-06,0.336,0.986,0.928,0.132,0.139,131936.0,10.0,-5.015,0.0,191.853,0.297,79.0,2013-10-29,0.0
671,0d0GGqspmqz8zcA5qMUlYq,South Winds,Ihsahn,black-metal,35.0,0.0028,0.541,0.656,0.0107,0.11,0.051,334791.0,11.0,-8.018,0.0,128.028,0.254,79.0,2016-04-08,0.0
672,465GFosgFhOq6TKHV6Z621,Out of the Fire,Toxic Holocaust,black-metal,23.0,2.13e-06,0.176,0.969,0.715,0.0661,0.122,173973.0,2.0,-5.144,1.0,85.085,0.657,79.0,2013-10-29,0.0
673,3z7Q3ej2IKjVFvz9cGU6SM,Autumn Leaves,Burzum,black-metal,30.0,0.0724,0.303,0.172,0.931,0.148,0.0438,290000.0,0.0,-14.291,1.0,117.328,0.192,79.0,2014-06-02,0.0
674,0r8fzuz5wXTY1IQYpKWQNP,Demon's Wind,Vader,black-metal,3.0,6.76e-06,0.173,0.978,0.015,0.115,0.113,274973.0,2.0,-10.869,1.0,123.027,0.0356,79.0,2020-05-10,0.0
675,4jhwflG0sabAxBA8aYYQjC,Reveries in Autophagia,Vastum,black-metal,22.0,7.72e-06,0.246,0.955,0.805,0.26,0.0811,291680.0,0.0,-5.621,1.0,85.288,0.0783,79.0,2019-10-25,0.0
676,7Mn6d9d2euXzAdJnfjuhqO,Nuclear Alchemy,Watain,black-metal,32.0,5.72e-06,0.325,0.937,0.837,0.165,0.086,188331.0,11.0,-10.59,0.0,127.506,0.108,79.0,2018-01-05,0.0
677,2xBOcELvIcTRFNNQff9xxV,Obscured,Celtic Frost,black-metal,24.0,0.00032,0.305,0.724,0.413,0.311,0.0412,424880.0,0.0,-3.064,1.0,120.095,0.0749,79.0,2006-07-13,0.0
678,0fGbi4flSnG2AJCt6w2U8o,The Distorting Light,Immolation,black-metal,27.0,0.000259,0.298,0.927,0.903,0.272,0.0745,194427.0,5.0,-5.915,1.0,110.624,0.263,79.0,2017-02-24,0.0
679,7fjI2yhHZmTJxDCoUrvQFL,"Fire Above, Ice Below",Agalloch,black-metal,29.0,0.000494,0.388,0.839,0.672,0.41,0.0539,629720.0,7.0,-7.511,0.0,132.054,0.158,78.0,2016-07-15,0.0
680,47lHaN4JicIXU2c6YLDWKM,Perfection or Vanity,Dimmu Borgir,black-metal,29.0,1.52e-05,0.0687,0.631,0.959,0.212,0.0433,216607.0,0.0,-2.8,1.0,65.101,0.413,79.0,2001-03-12,0.0
681,1twTdzxZPY1SU5vueG7v6U,Over Fjell Og Gjennom Torner - Studio,Darkthrone,black-metal,28.0,0.132,0.157,0.999,0.382,0.373,0.13,148906.0,0.0,-4.378,0.0,134.83,0.0169,77.0,1994-02-17,1.0
682,2M39Q7j8nPEUDFbI9N7dYv,Day of Suffering,Morbid Angel,black-metal,29.0,0.00796,0.353,0.822,0.00108,0.192,0.0667,114706.0,1.0,-9.921,1.0,114.21,0.495,79.0,1991,0.0
683,1bylrLcaJIGGq7WC3nMHQh,Les Ruches Malades,Amesoeurs,black-metal,27.0,0.000424,0.457,0.797,0.673,0.276,0.0301,259120.0,9.0,-10.003,0.0,145.961,0.416,79.0,2009-04-10,0.0
684,3kElsqAAsXufjGoislH6nT,Tamarack's Gold Returns,Panopticon,black-metal,32.0,0.625,0.292,0.527,0.661,0.728,0.0817,272803.0,7.0,-15.891,1.0,129.887,0.449,79.0,2015-10-30,0.0
685,5bmpBHUugvk7U0XjH58k3r,Yekteniya V: Svyatyy Vkhod,Batushka,black-metal,28.0,1.29e-05,0.4,0.725,0.708,0.0977,0.0582,360093.0,11.0,-6.964,0.0,120.012,0.0951,5.0,2015-12-04,0.0
686,40ka2TBKZf7bPubTAE4xHT,Providencia III - La Flora Que Crece Alrededor de Nuestras Catedrales,Huszar,black-metal,32.0,0.542,0.402,0.698,0.863,0.0949,0.0319,444306.0,5.0,-8.452,0.0,95.024,0.0403,79.0,2019-06-14,0.0
687,1RUOsJDbFMh0qeQI2dXLNA,Under Bergets Rot,Finntroll,black-metal,40.0,0.000751,0.516,0.989,0.00316,0.165,0.0725,207693.0,10.0,-4.732,0.0,124.983,0.503,79.0,2010-07-13,0.0
688,374hlZAk4Q4mNtTGKXb25i,Mad Butcher - 1986 Version,Destruction,black-metal,30.0,2.57e-06,0.346,0.931,0.468,0.0737,0.0773,299426.0,10.0,-7.302,0.0,100.042,0.396,79.0,1986,0.0
689,5Re29vsgFUAr8aA8HQ7pof,War is Hell,Toxic Holocaust,black-metal,26.0,3.43e-06,0.165,0.941,0.676,0.155,0.0544,180866.0,2.0,-5.514,1.0,199.862,0.646,79.0,2008-09-02,0.0
690,3QgWF0JQVjguvZspCAykMb,Extinct,Moonspell,black-metal,22.0,8.02e-06,0.418,0.965,0.207,0.162,0.0533,282146.0,11.0,-4.8,0.0,134.036,0.329,1.0,2015-03-17,0.0
691,6wxV94RTkEf1N4iMPcxHAT,A Hostile Fate (The Wayfarer Pt. 4),Winterfylleth,black-metal,28.0,1.83e-06,0.317,0.973,0.884,0.363,0.0714,460853.0,9.0,-6.588,1.0,155.02,0.0655,79.0,2020-05-08,0.0
692,79rCZ7KrkgpT2k6wXVjxiL,Nymphetamine Fix,Cradle Of Filth,black-metal,36.0,0.00066,0.462,0.905,0.0402,0.0839,0.0438,302360.0,0.0,-3.825,0.0,122.925,0.253,79.0,2004-09-20,0.0
693,7FJIzX0IjHhokk61V6nnP3,Silver,An Autumn for Crippled Children,black-metal,24.0,0.075,0.336,0.922,0.974,0.264,0.0459,183448.0,5.0,-5.289,0.0,149.178,0.266,79.0,2020-05-01,0.0
694,6M3CY1Mpf8XFvnH0EwRY1D,Vi Åpner Porten Til Helvete...,Carpathian Forest,black-metal,26.0,3.52e-06,0.194,0.937,0.717,0.266,0.0525,396893.0,11.0,-5.574,1.0,110.09,0.151,79.0,2006,0.0
695,2KwxQ4VTlnayuFzFtsSBsp,Bestial Lust,Bathory,black-metal,24.0,1.18e-06,0.258,0.92,0.713,0.0565,0.127,157746.0,6.0,-8.914,0.0,82.592,0.295,79.0,1985-01-01,0.0
696,2JzcrgG7EroPtXVTfSNo8G,Unsilent Storms In The North Abyss,Immortal,black-metal,32.0,1.53e-06,0.0808,0.85,0.928,0.368,0.0514,194520.0,1.0,-10.799,1.0,170.488,0.039,79.0,1993,0.0
697,0qA9j2IpP4voAIj9FXxHeb,Lacquer,Katatonia,black-metal,51.0,0.219,0.527,0.453,3.93e-05,0.104,0.033,282106.0,0.0,-11.677,0.0,120.024,0.179,77.0,2020-04-24,0.0
698,1XtFcMlqSAAkfztyxHmrmR,Sorgens Kammer - Del II,Dimmu Borgir,black-metal,34.0,9.13e-06,0.291,0.855,0.792,0.293,0.0462,351921.0,10.0,-4.825,1.0,88.188,0.0571,79.0,2005-11-11,0.0
699,1FFEeADEM7H0kC8s54BYhi,Turning Ever Towards the Sun,Wolves In The Throne Room,black-metal,23.0,0.69,0.0797,0.355,0.908,0.0848,0.0379,684232.0,7.0,-15.083,1.0,189.011,0.0314,79.0,2014-07-08,0.0
700,14XM9a4ioFmrMOWy5VDqHO,Same Ol' River,Sam Bush,bluegrass,30.0,0.787,0.708,0.473,0.0031,0.0776,0.0277,339000.0,0.0,-10.713,1.0,114.909,0.485,24.0,2006-01-01,0.0
701,5PRYHvNKdmMRF0njAZWxMW,Ain't Wastin' Time No More (Live),The String Cheese Incident,bluegrass,17.0,0.524,0.393,0.72,0.0555,0.342,0.05,368440.0,0.0,-11.095,0.0,88.291,0.496,79.0,2020-04-29,0.0
702,089yjTyeTsTWw2tb6rTLj1,How's the World Treating You,Alison Krauss,bluegrass,38.0,0.864,0.52,0.238,1.72e-06,0.173,0.0292,202360.0,2.0,-11.28,1.0,82.15,0.252,79.0,2007-01-01,0.0
703,4J2xcnSe8XXPbSzeqnK0aw,When It Don't Come Easy,Patty Griffin,bluegrass,47.0,0.754,0.525,0.329,0.0106,0.156,0.0279,292773.0,1.0,-8.806,1.0,98.065,0.0786,77.0,2004-04-20,0.0
704,3Haa4El1l2XlEcPHGIvvbw,Old Waterford Town,Taarka,bluegrass,31.0,0.911,0.777,0.266,2.01e-05,0.103,0.033,184360.0,4.0,-12.572,1.0,95.998,0.583,79.0,2015-03-24,0.0
705,7806Z7BHmXnFdDIsqcnXeX,Blue Collar Dreams,Balsam Range,bluegrass,35.0,0.426,0.621,0.748,0.00518,0.137,0.0328,173954.0,11.0,-8.305,1.0,125.06,0.883,79.0,2016-11-11,0.0
706,1cDzVqIYaCTuNNi6bFAetv,Little Blue,The Wood Brothers,bluegrass,33.0,0.508,0.492,0.614,6.9e-06,0.1,0.148,205226.0,7.0,-8.674,1.0,174.835,0.733,77.0,2020-01-24,0.0
707,2fVdmSZjhQr6hM8ACJhlXC,Escape,Sierra Hull,bluegrass,35.0,0.875,0.367,0.249,0.0389,0.137,0.0318,186960.0,2.0,-14.148,0.0,82.502,0.0716,79.0,2020-02-28,0.0
708,0tRECF1NOE4LKkkhxuDO99,Can't Complain,Nickel Creek,bluegrass,26.0,0.508,0.402,0.36,0.000821,0.0827,0.0305,334760.0,2.0,-11.643,1.0,75.865,0.193,24.0,2005-01-01,0.0
709,4an1iPICEvMre7wI3yMyTn,Dealing Despair,Billy Strings,bluegrass,36.0,0.238,0.439,0.806,0.121,0.347,0.0308,178661.0,0.0,-7.627,1.0,154.335,0.873,79.0,2017-09-22,0.0
710,1IjhkH2qE6oc9pUJ3N87se,'Round the Wheel (Live),The String Cheese Incident,bluegrass,15.0,0.306,0.416,0.661,0.21,0.764,0.0512,745506.0,2.0,-10.455,1.0,141.304,0.416,79.0,2020-05-06,0.0
711,2lqn1KRhBZ1HBy55GVWx7a,16 Tons,Merle Travis,bluegrass,35.0,0.753,0.717,0.299,1e-05,0.704,0.0948,129906.0,4.0,-9.561,0.0,125.76,0.423,79.0,2002-01-01,0.0
712,2RtFVEfT3TRZsfaektnvtI,The Carolinian,Chatham County Line,bluegrass,31.0,0.392,0.564,0.614,0.000142,0.157,0.0251,239426.0,4.0,-7.347,1.0,98.349,0.613,79.0,2008-03-04,0.0
713,1YTCvB9nOvwRbrJBvFFMiq,Where I Come From,Patty Griffin,bluegrass,33.0,0.787,0.496,0.423,0.0225,0.112,0.0321,284030.0,7.0,-12.655,0.0,99.057,0.108,77.0,2019-02-01,0.0
714,6CnuCYYgFs8ejnSf9GxEbY,Spit On A Stranger,Nickel Creek,bluegrass,31.0,0.482,0.525,0.344,0.0,0.415,0.0348,154786.0,7.0,-8.936,1.0,155.608,0.599,24.0,2002,0.0
715,16MkvkwXqgzDPMUuYtAiWq,It's So Good,Railroad Earth,bluegrass,37.0,0.18,0.489,0.772,9.87e-06,0.208,0.0372,289152.0,0.0,-4.333,1.0,110.994,0.727,79.0,2019-12-13,0.0
716,03x3IZ5tHNueztt7tbmzjT,Porch Light,Aoife O'Donovan,bluegrass,41.0,0.717,0.359,0.538,0.000489,0.228,0.0302,197466.0,1.0,-8.487,1.0,95.123,0.568,79.0,2016-01-22,0.0
717,5gtXnLx1jLDTaM5aY5gddR,One Monkey,Gillian Welch,bluegrass,30.0,0.742,0.564,0.117,0.000411,0.107,0.0326,336400.0,9.0,-13.178,0.0,135.013,0.269,2.0,2003-06-03,0.0
718,5Y8JNtPKdG3P0vF4pSVpgE,Beneath the Piano,The Devil Makes Three,bluegrass,37.0,0.222,0.788,0.606,0.0,0.113,0.0444,153186.0,4.0,-7.581,1.0,118.159,0.918,79.0,2002-11-01,0.0
719,4FFmILR70j5Z0PDphqN3rc,In The Pines,Bill Monroe & His Blue Grass Boys,bluegrass,34.0,0.812,0.564,0.332,0.000417,0.27,0.0336,190400.0,9.0,-12.239,1.0,113.352,0.697,79.0,1994-01-01,0.0
720,0UHEuvfhRYAKaVFdFJvVeg,Long Gone,Lonesome River Band,bluegrass,37.0,0.657,0.659,0.541,0.00015,0.239,0.0343,173733.0,5.0,-14.82,1.0,124.803,0.905,24.0,1994,0.0
721,6x1V2gFKmg2oRCY8lPVtC3,What You Need 1/31: The Anthem - Live,Greensky Bluegrass,bluegrass,28.0,0.226,0.526,0.716,0.0661,0.91,0.0327,440586.0,9.0,-9.77,1.0,110.428,0.478,79.0,2020-03-27,0.0
722,0ELcJfwAwVM33Zg0f3HLx6,Momma Cried,Alison Krauss & Union Station,bluegrass,30.0,0.174,0.598,0.674,0.000144,0.316,0.0276,200800.0,0.0,-7.353,1.0,109.488,0.74,79.0,2001-08-14,0.0
723,4hloQEApxIXnB66RSrdtXn,She Left Me Standing On the Mountain,Jim & Jesse,bluegrass,34.0,0.435,0.644,0.686,1.21e-05,0.485,0.0303,129360.0,7.0,-7.253,1.0,125.151,0.951,79.0,1960,0.0
724,2UyTO1hL2q82BcAw9pPVzg,Wondrous Love,Blue Highway,bluegrass,28.0,0.887,0.715,0.126,0.0,0.0805,0.0935,203960.0,5.0,-12.514,0.0,75.333,0.426,79.0,2003-06-24,0.0
725,1ap81IwnNa5QeuvMMnbZfu,Trains I Missed,Balsam Range,bluegrass,34.0,0.772,0.562,0.534,5.05e-05,0.126,0.0313,228853.0,11.0,-8.125,1.0,93.12,0.504,79.0,2010-09-21,0.0
726,0zAQiJE9KXyIz54dwcKE8Z,Shakedown Street - Live,Yonder Mountain String Band,bluegrass,27.0,0.093,0.591,0.729,0.0534,0.987,0.0378,508680.0,0.0,-12.144,1.0,108.157,0.568,79.0,2016-10-14,0.0
727,5yYVWNlUP3a7pSwsdnKX6k,Way Back Home (Live),The String Cheese Incident,bluegrass,11.0,0.117,0.377,0.651,0.00576,0.507,0.0693,272080.0,0.0,-12.789,1.0,194.827,0.401,79.0,2020-05-06,0.0
728,4hZCKKgXe30ovwxQK5vcC7,Again,Trampled by Turtles,bluegrass,34.0,0.779,0.603,0.224,0.000697,0.102,0.029,195773.0,4.0,-10.281,1.0,115.172,0.176,79.0,2010-04-13,0.0
729,3ln2pZNYxgCSDuZxkPXg0w,Beautiful Dawn,The Wailin' Jennys,bluegrass,36.0,0.571,0.791,0.46,2.67e-06,0.0915,0.0297,201066.0,0.0,-10.325,0.0,128.979,0.56,79.0,2004-01-02,0.0
730,2OWfdex8Sx9e6RqUeFfUKW,Another New World,Punch Brothers,bluegrass,36.0,0.878,0.427,0.409,0.000473,0.0834,0.0364,390453.0,2.0,-10.696,0.0,118.993,0.349,77.0,2012-11-09,0.0
731,0sWY4x5eOD4H4K9ZAGR9nh,Beatles Medley - Live,Tommy Emmanuel,bluegrass,36.0,0.295,0.435,0.404,0.307,0.926,0.0341,370546.0,2.0,-14.48,1.0,148.915,0.735,79.0,2008-04-29,0.0
732,3owJBvOjF6NEUt0El6bMAG,Motor,Donna The Buffalo,bluegrass,29.0,0.685,0.649,0.8,2.88e-06,0.134,0.0593,163760.0,3.0,-5.415,1.0,163.596,0.821,79.0,2018-11-09,0.0
733,7AzTAIYvssbQNtdbMmo609,I Made This for You,Chris Thile,bluegrass,37.0,0.949,0.392,0.336,8.06e-06,0.221,0.0844,251373.0,10.0,-10.564,1.0,69.719,0.222,79.0,2017-10-27,0.0
734,4Yo09jr1n6SceL72XGQO4m,Annalee,Yonder Mountain String Band,bluegrass,33.0,0.739,0.575,0.411,3.02e-05,0.136,0.0277,235466.0,0.0,-10.051,1.0,135.738,0.309,79.0,2015-06-16,0.0
735,7y4n6DR00OatQpzp33IZby,Tennessee Stud,Nitty Gritty Dirt Band,bluegrass,33.0,0.79,0.6,0.572,6.67e-06,0.203,0.0384,290866.0,7.0,-8.77,1.0,97.868,0.774,79.0,1972,0.0
736,1G6hd0NSi7BoC9ko1gVGkg,Hollow Heart,Billy Strings,bluegrass,39.0,0.405,0.448,0.728,0.00481,0.328,0.0282,155093.0,7.0,-7.956,1.0,140.763,0.816,79.0,2019-09-27,0.0
737,6gvyDNLkHeMZTKbHHuJUhB,Endless Road,Tommy Emmanuel,bluegrass,18.0,0.723,0.292,0.387,0.891,0.222,0.0322,258813.0,4.0,-13.208,0.0,168.763,0.458,77.0,2020-05-08,0.0
738,18L7Wu5zpWR5SH95apWaGk,You Are My Sunshine,Norman Blake,bluegrass,49.0,0.864,0.572,0.254,0.00876,0.14,0.0283,267600.0,6.0,-13.798,1.0,88.451,0.633,79.0,2000-12-05,0.0
739,2FQSGNFGue5t8M4q0NyB3J,Walking On The Moon,The Infamous Stringdusters,bluegrass,48.0,0.621,0.61,0.493,0.000551,0.128,0.0284,298148.0,11.0,-7.332,0.0,132.224,0.387,79.0,2012-03-13,0.0
740,1xLV2prYeP1svV5rdKImg7,The Hobo Song,Old & In The Way,bluegrass,29.0,0.413,0.469,0.515,0.419,0.935,0.0461,297573.0,11.0,-14.804,0.0,131.782,0.686,79.0,1997-11-18,0.0
741,0ccllnXp7eTzhgPwotvDla,When You Get To Asheville,Steve Martin,bluegrass,33.0,0.7,0.628,0.429,0.0083,0.109,0.0315,195106.0,0.0,-11.631,1.0,111.986,0.417,77.0,2013-01-01,0.0
742,7iWq8HwF0rkGN1ydNPI1A0,Oceans Cold,The Devil Makes Three,bluegrass,32.0,0.205,0.493,0.83,0.0,0.936,0.103,143040.0,6.0,-9.017,0.0,100.036,0.78,79.0,2002-11-01,0.0
743,7xsjI11alpcfweV1y75dSs,Call The Captain,Steep Canyon Rangers,bluegrass,36.0,0.85,0.723,0.374,1.42e-06,0.141,0.0442,254146.0,11.0,-11.298,1.0,122.079,0.692,79.0,2007-08-14,0.0
744,63bOSw6PRcHzQq5X8zk75K,Independence Day,Chris Thile,bluegrass,37.0,0.97,0.547,0.23,0.884,0.112,0.054,190053.0,5.0,-14.727,1.0,90.868,0.388,79.0,2017-01-20,0.0
745,3lwcrfL6LfZ1p9ZU8KRx4n,Birmingham,Shovels & Rope,bluegrass,53.0,0.0117,0.61,0.61,0.0,0.134,0.0337,240560.0,7.0,-7.071,1.0,82.523,0.442,1.0,2012-07-31,0.0
746,3FJ46AfhOr2TyfhVTlK1sj,Hard Times,Gillian Welch,bluegrass,44.0,0.981,0.627,0.18,0.000373,0.107,0.0376,292160.0,6.0,-11.696,1.0,134.247,0.466,4.0,2011-06-28,0.0
747,0kTgHfKIyLcUt0dfw3nTwM,I Love You More,The Isaacs,bluegrass,31.0,0.844,0.406,0.228,0.0,0.125,0.029,235520.0,7.0,-10.226,1.0,132.231,0.116,79.0,2016-09-02,0.0
748,6rrQk2vOLevadSNCVH1WSb,Lonely All the Time,Mandolin Orange,bluegrass,38.0,0.742,0.708,0.343,0.000132,0.33,0.0356,187346.0,9.0,-11.358,1.0,117.449,0.678,79.0,2019-02-01,0.0
749,79EaEMoZZKQaU3j2cplaqu,Go to Sleep,The Avett Brothers,bluegrass,37.0,0.362,0.43,0.769,0.0,0.0558,0.0386,244306.0,6.0,-5.366,1.0,122.918,0.693,79.0,2007-05-15,0.0
750,390tfo7evdrZ3Tnju7LQsa,Harrisburg,Josh Ritter,bluegrass,32.0,0.791,0.518,0.389,2.82e-06,0.104,0.0288,235125.0,9.0,-9.823,0.0,98.573,0.235,79.0,2008-03-24,0.0
751,46Nz7uguhTyUWOXhRBbzxa,Wildflowers,The Wailin' Jennys,bluegrass,50.0,0.853,0.474,0.213,3.1e-06,0.241,0.028,222704.0,11.0,-11.677,1.0,84.962,0.353,1.0,2017-10-27,0.0
752,79FJlPAvPAQFUAfz9eN4uO,I've Endured,Ola Belle Reed,bluegrass,36.0,0.763,0.512,0.415,0.0382,0.135,0.0263,172266.0,7.0,-11.236,1.0,105.182,0.651,79.0,2010-08-03,0.0
753,5R9inYplnZn9zAgoYLpUhV,Roll In My Sweet Baby's Arms,Lester Flatt,bluegrass,37.0,0.549,0.382,0.71,9.86e-06,0.727,0.0552,157333.0,3.0,-7.946,1.0,164.56,0.842,79.0,2003-04-22,0.0
754,7yqO8vYeyf8ahnLj9vOZ4G,Life,The Avett Brothers,bluegrass,41.0,0.457,0.435,0.235,0.000155,0.112,0.0297,224133.0,11.0,-12.235,1.0,134.588,0.188,4.0,2012-01-01,0.0
755,4D8FcpE5FvgrdISaS2yjYb,Rocky Top,Nitty Gritty Dirt Band,bluegrass,40.0,0.507,0.63,0.655,0.0172,0.252,0.0326,132400.0,7.0,-10.847,1.0,148.25,0.964,77.0,2014-01-01,0.0
756,0n59rZeYlyGc5EQ9A0Ntvu,Whiskey,Horseshoes & Hand Grenades,bluegrass,38.0,0.554,0.602,0.407,0.000113,0.0578,0.0431,193506.0,9.0,-9.75,1.0,143.129,0.738,79.0,2013-05-03,0.0
757,2Yfa06FSKdOAXOjMSYb9os,San Jose' (Live),The String Cheese Incident,bluegrass,13.0,0.435,0.506,0.716,0.144,0.62,0.0417,723120.0,2.0,-11.648,1.0,119.826,0.45,79.0,2020-04-29,0.0
758,191qPeOpllZfaApp35HXK3,The Plank,The Devil Makes Three,bluegrass,50.0,0.517,0.555,0.533,0.0,0.116,0.0409,146093.0,4.0,-9.162,0.0,173.906,0.788,79.0,2002-11-01,0.0
759,3aHMk3B6tE0e2hS6QGa2eE,Carry Me Back,Old Crow Medicine Show,bluegrass,41.0,0.447,0.684,0.921,1.58e-05,0.0785,0.0401,160693.0,2.0,-5.243,1.0,136.108,0.962,1.0,2012-07-17,0.0
760,1aiXszAfTQKH9PsOalGeeH,Blazin' a Trail,Railroad Earth,bluegrass,30.0,0.51,0.494,0.918,0.002,0.153,0.105,164110.0,11.0,-7.179,1.0,157.356,0.779,79.0,2017-07-14,0.0
761,4LoFc5lCPabGZoE5r99MqC,Kansas City,The Lil Smokies,bluegrass,33.0,0.627,0.489,0.48,0.000363,0.116,0.0319,242461.0,0.0,-10.022,1.0,91.699,0.28,79.0,2019-03-08,0.0
762,7neNPI7qnFBrk20jqXSUzd,Room Without a Roof,Greensky Bluegrass,bluegrass,33.0,0.389,0.521,0.463,0.0592,0.0926,0.0269,267533.0,2.0,-9.802,1.0,92.73,0.467,79.0,2016-09-23,0.0
763,4oZHHNbfpZ5DIIyEsKs3z7,This Life,The Devil Makes Three,bluegrass,31.0,0.639,0.783,0.519,9.64e-05,0.0857,0.0337,160439.0,0.0,-9.022,1.0,102.497,0.957,79.0,2015-03-06,0.0
764,6mUJmc1Dt4Ycfy7obi5zDk,Ring of Fire (Live),The String Cheese Incident,bluegrass,11.0,0.312,0.329,0.63,0.0563,0.65,0.0734,362413.0,9.0,-11.725,1.0,82.52,0.596,79.0,2020-04-29,0.0
765,2DXbvKaUSUlb7q02GNJjCF,The King of All Birds,Aoife O'Donovan,bluegrass,42.0,0.333,0.468,0.621,0.00473,0.115,0.0339,236400.0,9.0,-7.373,1.0,81.433,0.262,79.0,2016-01-22,0.0
766,3bVEoQJkzgbEKPWjEmFsjd,Helena,Nickel Creek,bluegrass,27.0,0.0754,0.514,0.621,0.0,0.0936,0.0343,285893.0,9.0,-8.259,1.0,133.015,0.115,24.0,2005-01-01,0.0
767,3qTSFH4kjCaVTEaGtF2LYZ,Runnin' Red,Mandolin Orange,bluegrass,39.0,0.947,0.505,0.189,0.0316,0.14,0.03,211626.0,9.0,-14.036,1.0,113.52,0.213,79.0,2011-11-08,0.0
768,26iGc8sFIpHUEpLkjtBIBF,Come Dance,Steep Canyon Rangers,bluegrass,27.0,0.63,0.617,0.694,0.00738,0.333,0.0301,179653.0,9.0,-5.53,1.0,124.047,0.883,2.0,2013-01-01,0.0
769,7juX89alZ9amkn0vPVQrnT,For Those Tears I Died,The Isaacs,bluegrass,38.0,0.901,0.422,0.117,0.0,0.0546,0.0315,181760.0,11.0,-13.659,1.0,77.202,0.231,68.0,2013-01-01,0.0
770,7aClLac5pVagDjMCBlYCPk,I Know,Shovels & Rope,bluegrass,36.0,0.115,0.545,0.908,0.0,0.0877,0.0512,218778.0,0.0,-6.548,1.0,120.155,0.391,79.0,2016-10-07,0.0
771,3o2oJFILZhOKY6Ir7k548a,California,Steve Martin,bluegrass,30.0,0.454,0.748,0.625,0.0493,0.0749,0.123,193991.0,0.0,-8.948,1.0,145.964,0.523,79.0,2020-01-10,0.0
772,4G3ne4nzlHtd99QQ9Vy5gv,Joyful Sound,The String Cheese Incident,bluegrass,39.0,0.217,0.463,0.491,0.209,0.348,0.0392,575240.0,4.0,-13.044,0.0,91.154,0.503,2.0,2010-11-09,0.0
773,106wS7RzQ57SwzGuWr6KtJ,California,The Lil Smokies,bluegrass,42.0,0.248,0.525,0.571,0.000922,0.308,0.0312,297920.0,0.0,-8.769,1.0,138.716,0.501,79.0,2013-06-28,0.0
