,id,name,artist,genre,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit
0,3XnDbrxxtA40HPIIRWLgRT,Eloise,Penny and Sparrow,acoustic,61.0,0.695,0.606,0.415,0.00149,0.174,0.0475,168712.0,7.0,-8.317,0.0,137.775,0.405,79.0,2019-08-02,0.0
1,74tjxbbaErZPocRtItsuWN,Ride,Cary Brothers,acoustic,42.0,0.126,0.496,0.674,0.000333,0.0775,0.0323,220573.0,7.0,-7.768,1.0,117.98,0.196,79.0,2007-05-29,0.0
2,7KJvKmC0rCzGDEcD3YN6IV,Undercover,Wild Rivers,acoustic,39.0,0.62,0.556,0.325,0.00289,0.104,0.0322,217897.0,6.0,-13.709,1.0,165.913,0.195,79.0,2016-04-16,0.0
3,1WE055A5d1019EAx79Rg8Q,Mojo Hand,Lightnin' Hopkins,acoustic,43.0,0.656,0.567,0.56,0.000102,0.127,0.147,182508.0,11.0,-8.356,0.0,147.008,0.766,79.0,2008-01-01,0.0
4,5I7ZntCRp2ecAQ7Pk2JDb1,"Enemy, love.",John Mark McMillan,acoustic,39.0,0.0313,0.646,0.642,0.00615,0.182,0.0342,258937.0,1.0,-8.478,0.0,101.947,0.203,66.0,2017-09-01,0.0
5,7mQruvaJWb7U18LX7p3m5r,Love Someone,Jason Mraz,acoustic,46.0,0.306,0.579,0.363,0.00692,0.111,0.0308,256973.0,7.0,-14.185,1.0,97.955,0.0754,19.0,2014-07-14,0.0
6,591lgphAIVn2aY9oyJRGuX,Hang On,NEEDTOBREATHE,acoustic,62.0,0.00689,0.511,0.872,0.000122,0.0485,0.0612,258839.0,8.0,-3.313,1.0,127.99,0.494,79.0,2020-04-30,0.0
7,1G4wFHQVS1rLtif8dHurg1,Don't Call Me Up,Dan Berk,acoustic,53.0,0.867,0.605,0.143,0.0,0.164,0.039,203054.0,9.0,-15.233,1.0,120.301,0.385,79.0,2019-03-22,0.0
8,1eFSDnQt9ZNzsbhFdJPj73,Never Gonna Give You Up - Live,Ben Rector,acoustic,38.0,0.0586,0.515,0.669,0.0,0.776,0.149,191880.0,9.0,-7.12,0.0,113.932,0.156,79.0,2019-06-21,0.0
9,1WSF2SjtfkV8LjTlF8uCZH,Start of Time,Gabrielle Aplin,acoustic,48.0,0.165,0.453,0.461,0.0,0.109,0.0329,239855.0,0.0,-9.328,0.0,106.84,0.0844,54.0,2013-05-13,0.0
10,7ramsuRnc706xxCeBSQJtQ,NO EXCUSES (Acoustic Live),NEEDTOBREATHE,acoustic,46.0,0.55,0.377,0.504,9.35e-05,0.72,0.0439,291026.0,6.0,-7.546,0.0,131.032,0.285,79.0,2018-11-16,0.0
11,63e7gdWf1DtM6AVifeEzO9,Headphones,Matt Nathanson,acoustic,40.0,0.00563,0.572,0.867,0.0,0.2,0.0466,208600.0,8.0,-4.411,1.0,89.985,0.585,78.0,2015-01-01,0.0
12,5kwYhmiWwssNMSlAsrz6k6,Wasted,Brandi Carlile,acoustic,37.0,0.544,0.683,0.402,1.85e-06,0.116,0.0309,227306.0,0.0,-8.456,0.0,79.153,0.257,79.0,2007-04-03,0.0
13,18k8IlS52uxRWObykDUZFG,The Joke,Brandi Carlile,acoustic,61.0,0.327,0.236,0.578,0.00015,0.206,0.0404,279373.0,7.0,-5.477,1.0,75.367,0.227,79.0,2018-02-16,0.0
14,21eO0ANsk3RlTD8zjcsKg0,Randy's House,AJJ,acoustic,36.0,0.16,0.345,0.76,0.0,0.214,0.382,83746.0,0.0,-7.343,1.0,179.052,0.281,79.0,2007-09-11,0.0
15,3XFkhxO5jo2hBOWNzIQ9UB,"So Close - From ""Enchanted""/Soundtrack Version",Jon McLaughlin,acoustic,59.0,0.776,0.323,0.244,1.02e-06,0.153,0.0293,226840.0,11.0,-11.499,1.0,79.948,0.19,78.0,2007-01-01,0.0
16,67QNn7OMBtCRnLPG8ZUv62,Fulton County Jane Doe,Brandi Carlile,acoustic,45.0,0.147,0.504,0.763,0.000218,0.111,0.0343,283586.0,11.0,-5.646,1.0,86.177,0.496,79.0,2018-02-16,0.0
17,6UpCNcYmYBrkqbNQAR9U3H,No Such Thing,Sara Bareilles,acoustic,54.0,0.287,0.677,0.45,0.00185,0.0992,0.0325,237388.0,1.0,-9.352,1.0,119.912,0.432,79.0,2019-05-10,0.0
18,6NC5Tcw1VnuJGQJIBlfLqq,Dangerous Connection,O.A.R.,acoustic,36.0,0.0239,0.508,0.871,0.000164,0.973,0.0821,413240.0,8.0,-6.788,1.0,105.982,0.411,79.0,2012,0.0
19,2RFt6ZWQbr9mPhsft9u9eX,Losing Me,Gabrielle Aplin,acoustic,52.0,0.236,0.66,0.407,0.0,0.109,0.0571,181760.0,7.0,-8.381,1.0,133.86,0.257,78.0,2020-01-17,0.0
20,3SMwB7r7dDVJudRjBvTqUl,A Reminder,Trevor Hall,acoustic,40.0,0.241,0.677,0.691,0.027,0.11,0.0449,193749.0,2.0,-10.187,1.0,139.495,0.4,79.0,2018-06-01,0.0
21,0qo32JzZwNt6BXGkynH2jj,Making Love With The Radio On,Gavin DeGraw,acoustic,38.0,0.0982,0.652,0.806,0.0,0.374,0.0581,249920.0,9.0,-3.909,1.0,136.038,0.814,79.0,2016-09-09,0.0
22,79vzYy9U65EYo9dXvlwKlG,Giants,Matt Nathanson,acoustic,44.0,0.0486,0.654,0.784,0.0,0.213,0.0457,229200.0,8.0,-4.684,1.0,106.96,0.49,78.0,2015-01-01,0.0
23,47hr9KDPHYmOCCd0aj3Q04,Survival Song,AJJ,acoustic,44.0,0.446,0.38,0.69,0.0,0.226,0.104,148293.0,0.0,-7.66,1.0,83.443,0.642,79.0,2007-09-11,0.0
24,0kCDk9KkzXKFFlSpKegIdl,"Damn, Do I Think About You",Steve Moakler,acoustic,41.0,0.0205,0.562,0.729,0.000539,0.115,0.025,262339.0,5.0,-5.37,1.0,79.963,0.461,79.0,2014-03-18,0.0
25,5d9bKlSjNIf9hTnRDXeN0F,Someone Who Loves Me,Sara Bareilles,acoustic,45.0,0.826,0.567,0.299,0.000192,0.115,0.0347,197836.0,0.0,-14.895,1.0,135.805,0.236,79.0,2019-05-10,0.0
26,3B0vIV46Ia4CjTObNaENbX,Monsters Talk (feat. Bear Rinehart),John Mark McMillan,acoustic,43.0,0.686,0.552,0.537,0.0179,0.107,0.0286,231009.0,7.0,-6.288,1.0,83.974,0.57,79.0,2014-09-30,0.0
27,5PGYWv9Xp4IraLSDs8h1bY,Changes,Butterfly Boucher,acoustic,55.0,0.0756,0.665,0.635,0.0,0.208,0.0388,202093.0,5.0,-5.302,1.0,113.046,0.299,79.0,2004-05-19,0.0
28,68fnTTUO5tRZ4EQ1ozwYk7,Gray Or Blue,Jaymay,acoustic,40.0,0.779,0.746,0.268,0.0,0.0846,0.0525,205319.0,11.0,-13.859,1.0,106.114,0.626,79.0,2007-11-12,0.0
29,7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,JJ Heller,acoustic,46.0,0.957,0.678,0.199,3.23e-06,0.0968,0.0307,171293.0,9.0,-9.785,1.0,72.006,0.262,79.0,2018-11-02,0.0
30,6RRjsaay6hnmvmM5p9dHX2,Dear Me (Less Is More Mix),Eric Hutchinson,acoustic,44.0,0.234,0.659,0.538,0.0,0.101,0.0359,232160.0,9.0,-5.766,1.0,89.941,0.576,79.0,2016-08-26,0.0
31,3DWAKDbWqivzjZ5wGQJP8Z,Bill Collectors Theme Song,Apes of the State,acoustic,37.0,0.816,0.474,0.419,0.0,0.102,0.0327,243408.0,2.0,-7.328,1.0,106.216,0.515,79.0,2016-03-13,1.0
32,6AnfZS1z9zMXDhVe0Bnlpf,It's So Hard To Say Goodbye To Yesterday,Jason Mraz,acoustic,34.0,0.774,0.355,0.194,0.0,0.11,0.0374,178600.0,4.0,-14.157,1.0,73.955,0.116,19.0,2014-07-13,0.0
33,5cXAhazDamL2rcIxThZWOt,Had It All,Parachute,acoustic,64.0,0.182,0.606,0.54,0.000144,0.144,0.0339,216853.0,7.0,-6.271,0.0,79.952,0.249,79.0,2019-03-01,0.0
34,4mdmOqTv0ZBeHNjT2Pf63n,Rescue My Heart,Liz Longley,acoustic,45.0,0.715,0.273,0.252,0.00168,0.146,0.0342,205614.0,5.0,-11.117,0.0,74.586,0.0412,79.0,2015-08-03,0.0
35,1tjlGdVtzv4Ne4067IZ6Sq,Champagne High,Sister Hazel,acoustic,42.0,0.0105,0.297,0.551,0.0,0.385,0.0333,321200.0,5.0,-7.628,1.0,174.123,0.205,79.0,2000-06-27,0.0
36,61sJQh19AcTBrX7P8LWLi0,Passenger Seat (Acoustic),Stephen Speaks,acoustic,63.0,0.683,0.549,0.437,1.53e-05,0.224,0.0313,273066.0,7.0,-8.64,1.0,153.592,0.688,79.0,2001-09-04,0.0
37,24UET6X7UiKFuv0DCutYis,Tomorrow Is Gonna Be Better,Joshua Radin,acoustic,32.0,0.536,0.498,0.217,0.00013,0.126,0.0305,169546.0,6.0,-12.042,1.0,111.735,0.605,1.0,2012-07-31,0.0
38,0KwcnHEERnh5N94ZdEc9xo,I Won't Be Back,Wild Rivers,acoustic,40.0,0.0713,0.632,0.531,0.0,0.4,0.0361,199413.0,2.0,-6.018,1.0,80.017,0.537,79.0,2018-06-22,0.0
39,6UQipM7uWklLdqjj3RoJID,Heroes and Songs,Brandi Carlile,acoustic,35.0,0.975,0.403,0.232,0.0568,0.104,0.035,167044.0,9.0,-10.402,1.0,104.784,0.326,1.0,2015-03-06,0.0
40,4E73Motq88LCg5Oy42uynU,Sweet Love,Phillip Larue,acoustic,51.0,0.163,0.547,0.328,0.0926,0.0884,0.0321,267862.0,8.0,-11.118,1.0,139.959,0.186,79.0,2015-11-13,0.0
41,6i6Wi5CAYZUFiQr4dP2QPm,To the Dogs or Whoever,Josh Ritter,acoustic,40.0,0.21,0.262,0.87,8.03e-05,0.24,0.171,182946.0,1.0,-3.851,0.0,203.744,0.185,79.0,2007-08-21,0.0
42,2xdQMKQ0ZO1O6WtAImKmYK,Believe,Ben & Tim,acoustic,55.0,0.887,0.54,0.265,0.0,0.111,0.027,182216.0,11.0,-9.852,1.0,94.919,0.253,79.0,2019-02-08,0.0
43,4xkD4QOho9fKvCiIH5dUyu,Pretty,Ingrid Michaelson,acoustic,39.0,0.19,0.532,0.635,5.83e-06,0.127,0.0472,175626.0,5.0,-6.627,1.0,203.994,0.386,79.0,2019-06-28,1.0
44,5nhptWSQJ8WRqHGJDJXrPM,Stand Your Ground,Joshua Hyslop,acoustic,54.0,0.658,0.71,0.27,4.67e-06,0.115,0.0283,203253.0,7.0,-9.541,1.0,131.876,0.684,79.0,2018-02-23,0.0
45,1BBHA34ZImfci2souQ4JAt,What Gives You The Right,Wilder Woods,acoustic,37.0,0.508,0.588,0.633,2.8e-05,0.0731,0.0393,169984.0,5.0,-5.757,0.0,80.017,0.563,79.0,2019-08-09,0.0
46,3AiGq2v4QiwXcwIfDj38Hr,TESTIFY (Acoustic Live),NEEDTOBREATHE,acoustic,42.0,0.66,0.412,0.695,0.0,0.841,0.0341,238586.0,11.0,-4.18,1.0,91.953,0.299,79.0,2018-11-16,0.0
47,4bd5qNOxWl0AEuADTqqFU4,Closer Than a Brother,Josh Garrels,acoustic,51.0,0.16,0.576,0.857,0.615,0.123,0.0463,309354.0,7.0,-7.876,1.0,84.993,0.473,79.0,2019-08-09,0.0
48,4fxNwAXn8J9LNi5Rz8eMIv,You and I,Johnnyswim,acoustic,44.0,0.193,0.433,0.772,1.76e-06,0.0952,0.0592,222920.0,0.0,-6.069,0.0,200.093,0.674,79.0,2014-04-29,0.0
49,1PhkJsyCQmKlrl3w5RuhtD,Te Amo,Trevor Hall,acoustic,42.0,0.911,0.365,0.44,0.0,0.697,0.306,223200.0,8.0,-13.63,0.0,174.589,0.619,79.0,2011-01-01,0.0
50,3d2aDshX0T1IYXIqA4GguZ,Favorite Song,O.A.R.,acoustic,36.0,0.00979,0.556,0.951,1.14e-06,0.363,0.0507,205038.0,7.0,-3.822,1.0,80.009,0.687,79.0,2014-01-01,0.0
51,1Ceyu1SpGIlm8H8WH5MWtP,Live While We're Young,Johnnyswim,acoustic,44.0,0.167,0.532,0.733,1.58e-06,0.141,0.0861,307760.0,10.0,-6.252,1.0,80.102,0.328,79.0,2014-04-29,0.0
52,0C9uaJt51ytJgwiZpRYyGM,Good Times,The Lone Bellow,acoustic,37.0,0.00616,0.6,0.861,0.0,0.112,0.0572,229960.0,5.0,-3.975,1.0,110.05,0.318,79.0,2020-02-07,0.0
53,7AKebOEDMEZWMqBl4bKoYu,Chandelier,Kina Grannis,acoustic,56.0,0.835,0.514,0.206,0.0,0.114,0.032,212300.0,5.0,-13.578,0.0,75.874,0.127,79.0,2014-10-29,0.0
54,5IPkJqYSdbCJJHZA840z3I,Juggernaut,John Mark McMillan,acoustic,48.0,0.067,0.544,0.876,0.023,0.355,0.0432,234558.0,1.0,-5.634,0.0,102.03,0.286,79.0,2020-02-14,0.0
55,1qYXEnOKWK91Yn9MJJfjwb,Wreck of the Day,Anna Nalick,acoustic,39.0,0.262,0.465,0.348,0.000761,0.11,0.0296,246506.0,7.0,-10.327,1.0,144.995,0.139,79.0,2005,0.0
56,1lUdXbhl6u6QMQZRTAhlWW,Naked as We Came,Iron & Wine,acoustic,66.0,0.629,0.367,0.208,0.0584,0.106,0.0363,152626.0,4.0,-16.734,1.0,172.358,0.663,79.0,2004-03-23,0.0
57,7BsrEqUd6VSoaK2sUYSIY1,Miss You All The Time,O.A.R.,acoustic,58.0,0.165,0.589,0.603,0.0,0.0687,0.0435,193760.0,2.0,-5.517,1.0,76.874,0.456,79.0,2019-03-29,0.0
58,0wI8V8CJREA3ZojGPvM7yQ,Mandolin Rain,Josh Kelley,acoustic,39.0,0.486,0.544,0.691,0.0,0.136,0.0295,253207.0,4.0,-5.682,1.0,143.959,0.415,79.0,2014-05-05,0.0
59,3oIQfBgaruqihkCHokRQZ0,Rejoice,AJJ,acoustic,48.0,0.118,0.486,0.614,0.0,0.127,0.0374,195586.0,0.0,-7.636,1.0,91.147,0.592,79.0,2007-09-11,0.0
60,72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,Parachute,acoustic,62.0,0.0758,0.47,0.801,3.53e-05,0.218,0.0352,235813.0,9.0,-6.426,1.0,173.92,0.431,66.0,2011-01-01,0.0
61,1CojLipzvegiNqroa8FX1m,Good Lover,Donovan Woods,acoustic,41.0,0.585,0.464,0.168,0.00044,0.124,0.0473,181858.0,2.0,-17.897,1.0,81.868,0.244,46.0,2018-04-20,0.0
62,7wKx3Vih8FI8jvODQvttgy,Texas Wildflower Honey,Ron Pope,acoustic,39.0,0.296,0.64,0.365,0.000118,0.114,0.0349,301363.0,7.0,-8.417,1.0,122.131,0.227,79.0,2018-01-26,0.0
63,3PnjgKLiFoCUsmKPwu5viX,Heart Won't Stop,John Mark McMillan,acoustic,37.0,0.452,0.459,0.686,0.351,0.11,0.0474,252133.0,10.0,-8.13,1.0,170.064,0.37,66.0,2015-06-23,0.0
64,6R0BVRF95vCERjhCabl17q,The Greatest Bastard,Damien Rice,acoustic,36.0,0.768,0.432,0.0773,4e-06,0.0791,0.0443,304809.0,2.0,-14.325,1.0,105.044,0.239,2.0,2014-11-10,0.0
65,4Egl6E1PwQYjc31YE9CQ0M,Libriyum,Days N Daze,acoustic,42.0,0.185,0.483,0.742,0.0,0.153,0.0538,204534.0,5.0,-5.73,1.0,92.629,0.747,79.0,2020-05-01,1.0
66,7ARsiNl1aHH7AtXq6dWmpd,Black Rock,O.A.R.,acoustic,37.0,0.0113,0.281,0.829,0.0,0.273,0.115,463706.0,7.0,-6.178,1.0,78.211,0.292,79.0,2012,0.0
67,0I0l2Oo5zjpCEphpDJL0Pm,Rain - Long Ver.,Motohiro Hata,acoustic,46.0,0.343,0.588,0.604,6.86e-05,0.252,0.024,447306.0,9.0,-7.602,1.0,92.02,0.351,77.0,2013-05-29,0.0
68,43rgBd2TpfkDH3LAIlq75t,"We don't get tired, we get even",Pat The Bunny,acoustic,38.0,0.758,0.686,0.272,0.0,0.124,0.0391,197610.0,2.0,-7.391,1.0,75.598,0.345,79.0,2014-12-19,1.0
69,4hbGPfz03P8Nnh75mFIAoH,Lucky - Spotify Session,Jason Mraz,acoustic,46.0,0.657,0.519,0.62,0.0,0.679,0.151,391404.0,9.0,-8.156,0.0,100.137,0.285,77.0,2014-09-16,0.0
70,1LWEjUzrngRXdUBaf7GWYI,She Sets The City On Fire,Gavin DeGraw,acoustic,50.0,0.0139,0.617,0.615,0.0,0.0897,0.0567,218631.0,4.0,-6.518,1.0,125.898,0.564,79.0,2016-07-15,0.0
71,7EMkPiF10Oxyaw3Cp3CLxh,'Til We Get Back Again,Johnnyswim,acoustic,41.0,0.794,0.373,0.312,0.0,0.502,0.0376,295747.0,9.0,-9.004,0.0,167.281,0.19,79.0,2020-05-01,0.0
72,3NCg46FWgnANZc9HQHQOQR,Forever And Always,Parachute,acoustic,62.0,0.014,0.657,0.716,0.0,0.0483,0.0301,248960.0,2.0,-5.675,1.0,93.924,0.435,66.0,2011-01-01,0.0
73,6u3VaO9oS5v8LavgUfihfM,The Boat,Chuck Ragan,acoustic,41.0,0.358,0.498,0.802,1.76e-06,0.108,0.0272,200520.0,1.0,-4.698,0.0,146.014,0.63,78.0,2007-08-07,0.0
74,6FfGUAfmwW2ifxnit0hE4K,Swans,Unkle Bob,acoustic,41.0,0.608,0.387,0.41,0.00589,0.102,0.031,150346.0,11.0,-8.124,0.0,117.391,0.149,79.0,2006-10-20,0.0
75,45ou2UBThJA4WtFGIiYLI3,Gonna Get Over You,Sara Bareilles,acoustic,50.0,0.0199,0.619,0.799,0.0,0.126,0.0301,256306.0,0.0,-4.642,1.0,142.033,0.605,79.0,2010-09-07,0.0
76,5v7jpMczdXcTeTgQBuFDHb,Ordinary Love,Ben Rector,acoustic,36.0,0.00997,0.562,0.735,2.96e-05,0.0862,0.042,219439.0,11.0,-7.673,1.0,127.032,0.177,79.0,2013-08-20,0.0
77,1QCUrXrY1qlxRhL3a9LYCA,Me and the Devil Blues,Robert Johnson,acoustic,46.0,0.931,0.717,0.111,0.000163,0.107,0.0873,154666.0,11.0,-13.805,1.0,82.181,0.15,79.0,1937,0.0
78,4kQF23eYkc18zXyvyqSFjz,I Still Care for You,Ray LaMontagne,acoustic,36.0,0.187,0.32,0.708,0.323,0.108,0.0318,247186.0,7.0,-9.822,0.0,178.696,0.285,51.0,2009-03-04,0.0
79,6dToZXQLpfPJfZWoRPhY3Q,Never Getting Over You,Colbie Caillat,acoustic,53.0,0.0835,0.597,0.6,0.0,0.0919,0.029,208493.0,4.0,-4.664,1.0,132.962,0.631,3.0,2014-09-30,0.0
80,62h7AycdIWjq6uYWC0LBht,River,Patty Griffin,acoustic,41.0,0.615,0.322,0.265,0.000313,0.1,0.0354,323591.0,6.0,-12.899,1.0,176.398,0.236,77.0,2019-03-08,0.0
81,1YnLthg0HOs8YTzgN5hVh2,God Only Knows,Kina Grannis,acoustic,60.0,0.877,0.658,0.125,0.0,0.287,0.0323,136542.0,8.0,-15.901,1.0,106.686,0.507,79.0,2017-04-28,0.0
82,1WfxsYHBi6qMQ36lmo4y11,Ojai,Ray LaMontagne,acoustic,41.0,0.0779,0.671,0.544,0.0302,0.122,0.0293,275506.0,11.0,-8.894,1.0,120.144,0.887,79.0,2014-04-25,0.0
83,2T9AeuP4y28iAZW295tglJ,If You Don't Love Me (I'll Kill Myself),Pete Droge,acoustic,36.0,0.00357,0.419,0.734,2.32e-05,0.243,0.0294,214333.0,7.0,-7.841,1.0,130.783,0.729,4.0,1994-01-01,0.0
84,1xOpbPXGnYoTGZ85pTYlmd,Your Heart Is a Muscle the Size of Your Fist,Pat The Bunny,acoustic,38.0,0.0233,0.593,0.387,0.0,0.0961,0.0437,204240.0,2.0,-14.627,1.0,102.436,0.787,79.0,2014-10-21,1.0
85,3bVzgBXB7QeTwh5DyMRpP7,Air,Andy Salvanos,acoustic,38.0,0.951,0.381,0.182,0.939,0.109,0.0427,152946.0,2.0,-17.227,1.0,148.524,0.383,79.0,2011-12-01,0.0
86,4aVE92z0drZzYHKTk4ToVD,I'm so in Love with You (feat. Seth Avett),Jill Andrews,acoustic,41.0,0.876,0.527,0.151,0.0,0.125,0.0309,226966.0,0.0,-10.352,1.0,92.777,0.264,79.0,2015-09-25,0.0
87,4jjvUXBBqQDFRGX4SR5OhS,Don't Let It Get You Down,Johnnyswim,acoustic,53.0,0.0926,0.69,0.657,0.000209,0.12,0.0372,200400.0,7.0,-4.397,0.0,140.005,0.501,79.0,2013-06-18,0.0
88,7MZ6szUnVWTaWlNOGsfrfh,In Love Again,Colbie Caillat,acoustic,54.0,0.986,0.619,0.145,0.0,0.0948,0.0368,210520.0,5.0,-9.622,1.0,123.066,0.543,79.0,2016-10-07,0.0
89,2YzXf2r5NoAnECWO6ByZb5,I've Got This Friend,The Civil Wars,acoustic,41.0,0.87,0.597,0.293,0.00013,0.147,0.0344,203866.0,2.0,-11.475,1.0,90.025,0.304,1.0,2011-02-01,0.0
90,3ReE66I13dqsIxP9K5btfS,Hallelujah (Exclusive Single for Visiting Orphans) (feat. Tulsi),Johnnyswim,acoustic,38.0,0.749,0.583,0.459,0.0,0.356,0.0383,237876.0,4.0,-8.355,1.0,112.827,0.246,79.0,2011-12-01,0.0
91,26AGhzVb4qXRy1QBMR7lzG,Georgia Clay,Josh Kelley,acoustic,37.0,0.0699,0.612,0.731,0.0,0.188,0.0317,183760.0,6.0,-5.022,1.0,106.982,0.56,74.0,2011-01-01,0.0
92,4UU97IGHOhBhZjCUgDFUiz,Sink Or Swim,Tyrone Wells,acoustic,37.0,0.259,0.613,0.812,0.0,0.185,0.0355,178093.0,2.0,-3.524,1.0,119.979,0.394,77.0,2009,0.0
93,6zmGtaJ5If4EXZOijSHnx0,All I Need,Joy Williams,acoustic,40.0,0.88,0.4,0.251,5.14e-06,0.108,0.0325,233320.0,1.0,-11.05,1.0,152.713,0.162,77.0,2019-05-03,0.0
94,3JkqOeVknfXOZAi5leUAlp,"More Heart, Less Attack",NEEDTOBREATHE,acoustic,44.0,0.273,0.698,0.577,0.00232,0.202,0.026,303813.0,5.0,-7.877,1.0,118.072,0.354,77.0,2014-04-17,0.0
95,2BX2njwutbKutDcLVFiqUU,Home,Johnnyswim,acoustic,50.0,0.235,0.647,0.627,0.0,0.144,0.0756,211106.0,0.0,-7.08,1.0,110.121,0.517,79.0,2014-04-29,0.0
96,1V2K6ftpUhL9sLEoceuzoY,She Sets The City On Fire,Gavin DeGraw,acoustic,57.0,0.0131,0.615,0.612,0.0,0.0821,0.0522,218706.0,4.0,-6.413,1.0,125.882,0.59,79.0,2016-09-09,0.0
97,0aq1MFwgETUnlloseZlnZz,White Fences,NEEDTOBREATHE,acoustic,38.0,0.167,0.549,0.916,0.0,0.444,0.0428,225466.0,1.0,-3.402,1.0,79.999,0.438,79.0,2011-09-19,0.0
98,1Zc937flmpWWggVeSHfibQ,Falling,The Civil Wars,acoustic,38.0,0.888,0.381,0.268,0.0,0.0937,0.0306,238280.0,2.0,-8.671,0.0,131.724,0.148,1.0,2011-02-01,0.0
99,7shOuDh6jyORhGzMIU49Uj,Sydney (I'll Come Running),Brett Dennen,acoustic,55.0,0.0261,0.565,0.827,0.0,0.0743,0.126,234120.0,4.0,-4.982,1.0,165.087,0.926,77.0,2011-04-12,0.0
100,1kAjtnEwe8De0mQQ79nj7e,My Man Is a Mean Man,Sharon Jones & The Dap-Kings,afrobeat,27.0,0.0987,0.359,0.839,0.0275,0.0572,0.0369,196466.0,8.0,-4.525,1.0,156.807,0.89,79.0,2005-01-25,0.0
101,4X1CLr5LIBKc5a3iyEKDnu,I'll Still Be True,Sharon Jones & The Dap-Kings,afrobeat,26.0,0.523,0.426,0.588,1.91e-06,0.16,0.127,227933.0,2.0,-7.28,0.0,173.332,0.648,79.0,2010-04-06,0.0
102,3MZm4t1kRJ2e5JyaYQpjrF,Black Organ,Jackie Mittoo,afrobeat,24.0,0.391,0.837,0.598,0.238,0.0598,0.181,191506.0,1.0,-9.047,0.0,145.219,0.983,79.0,2017-03-10,0.0
103,5csg4SddeJot1RWr1AZ8TV,Bullet for the Bagman,Menahan Street Band,afrobeat,26.0,0.642,0.577,0.417,0.851,0.383,0.0251,179213.0,8.0,-7.962,1.0,87.135,0.407,79.0,2012-10-30,0.0
104,6BPKZ5Se1EV629Zw2PGElV,Push Na Ya,Karl Hector & The Malcouns,afrobeat,29.0,0.519,0.667,0.871,0.602,0.211,0.0363,152146.0,11.0,-4.039,0.0,95.843,0.935,79.0,2014-06-17,0.0
105,1X2a7epN0LAdm1lg1BSN0q,Thank You God,Darondo,afrobeat,26.0,0.286,0.582,0.306,9.23e-05,0.0298,0.0362,201920.0,4.0,-11.047,1.0,138.895,0.569,79.0,2011-08-05,0.0
106,4ezXKef6PFAaunWQ0IFyyq,Gomni (with Ry Cooder),Ali Farka Touré,afrobeat,40.0,0.479,0.404,0.393,0.21,0.0387,0.0368,420800.0,8.0,-18.083,1.0,78.914,0.7,78.0,1994-03-28,0.0
107,68zf056H6baAiSGCuaEH2p,"Coffy Is The Color - From The ""Coffy"" Soundtrack",Roy Ayers,afrobeat,26.0,0.409,0.703,0.765,0.304,0.0774,0.032,180426.0,10.0,-11.971,0.0,129.964,0.807,79.0,1995-02-28,0.0
108,4lazLusb1ZU7Fu4AkS8R0B,Quémalo,Jungle Fire,afrobeat,21.0,0.077,0.574,0.893,0.895,0.192,0.0668,220986.0,4.0,-6.784,0.0,95.437,0.504,79.0,2020-02-14,0.0
109,2BXKoqoeoXrMSTXhj2dllR,Ené Alantchie Alnorem,Mulatu Astatke,afrobeat,35.0,0.779,0.47,0.218,0.771,0.103,0.0501,299333.0,3.0,-16.543,1.0,79.548,0.376,79.0,1969,0.0
110,3xunxIPUCjzbFDzH03wiph,Bird - Bonus Track,Cymande,afrobeat,31.0,0.203,0.731,0.539,0.0805,0.0806,0.0639,266760.0,1.0,-11.295,1.0,102.939,0.473,79.0,2013-08-09,0.0
111,0ppBPHy4XtdPNaSL7N3TD9,Guajira Ven - Demo,Orchestra Baobab,afrobeat,43.0,0.663,0.679,0.601,0.000106,0.133,0.0337,347846.0,9.0,-10.022,0.0,93.283,0.856,78.0,2017-10-27,0.0
112,0oiAiwEtUaKEWLBz6O4ord,Toumast Tincha,Tinariwen,afrobeat,37.0,0.465,0.493,0.656,0.822,0.123,0.0503,259919.0,10.0,-7.494,0.0,89.814,0.195,2.0,2014-02-11,0.0
113,1oY89sEEqF67uR39lf6TGX,Bayne Lay Yihedal,Hailu Mergia,afrobeat,30.0,0.0578,0.626,0.543,0.888,0.044,0.0423,309543.0,4.0,-10.328,0.0,152.241,0.655,79.0,2020-03-27,0.0
114,69x8FDge3Va4RW5TTFmdrV,Power Show,Fela Kuti,afrobeat,17.0,0.321,0.732,0.628,0.046,0.177,0.115,888746.0,10.0,-7.018,1.0,119.287,0.533,1.0,1981-01-01,0.0
115,0iV9kuFWlILcCwzNZIdd6A,It's All Mauskovic,The Mauskovic Dance Band,afrobeat,33.0,0.419,0.815,0.534,0.0143,0.649,0.0501,276158.0,10.0,-10.363,1.0,92.922,0.945,79.0,2017-11-24,0.0
116,39ZejchspMRzlxebGaoDoW,Como Me Miras,Chico Mann,afrobeat,26.0,0.222,0.723,0.663,1.09e-05,0.0872,0.0385,247500.0,0.0,-4.688,1.0,99.998,0.871,79.0,2017-02-17,0.0
