id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loudness,mode,tempo,valence,available_market,release_date,explicit,idx
3U22M0WO2pXRVxBBYZTveQ,Prometherion,black-metal,https://open.spotify.com/track/3U22M0WO2pXRVxBBYZTveQ,24.0,0.000214,0.37,0.989,0.856,0.266,0.15,183586.0,4.0,-5.607,1.0,128.93200000000002,0.0394,79.0,2007-07-17,1.0,636
1QGrG4v3PlzC8p1tG3Wf9d,Transfiguration,black-metal,https://open.spotify.com/track/1QGrG4v3PlzC8p1tG3Wf9d,29.0,0.00125,0.188,0.828,0.648,0.159,0.0639,550212.0,6.0,-8.818999999999997,1.0,88.116,0.124,79.0,2016-07-08,0.0,637
7AJQrhwShjDRJlPbmnuTJT,Earthbound,black-metal,https://open.spotify.com/track/7AJQrhwShjDRJlPbmnuTJT,27.0,0.000985,0.389,0.652,0.901,0.1,0.0359,362124.0,1.0,-9.949,0.0,146.937,0.261,79.0,2016-05-13,0.0,638
3RiQYb62kdgnLEcfN6sEmO,Délivrance,black-metal,https://open.spotify.com/track/3RiQYb62kdgnLEcfN6sEmO,34.0,0.0712,0.18600000000000005,0.423,0.8140000000000001,0.105,0.0344,605466.0,10.0,-7.502999999999999,0.0,116.197,0.039,79.0,2014-01-17,0.0,639
5cUCG5g7pUvHnoYbI9Rv6W,Funeral In Carpathia,black-metal,https://open.spotify.com/track/5cUCG5g7pUvHnoYbI9Rv6W,31.0,3.2200000000000003e-05,0.183,0.929,0.8859999999999999,0.204,0.0834,504026.0,2.0,-9.215,0.0,115.32,0.105,79.0,1996-09-26,0.0,640
4vTCP6LjxOlIHxSgv63Rzp,Lovecraft's Death,black-metal,https://open.spotify.com/track/4vTCP6LjxOlIHxSgv63Rzp,30.0,1.17e-05,0.203,0.884,0.6759999999999999,0.359,0.0887,248160.0,2.0,-4.871,0.0,139.412,0.14400000000000002,79.0,2008-03-17,0.0,641
58exboLVFJ4zHZ2JPIUsxd,Despair,black-metal,https://open.spotify.com/track/58exboLVFJ4zHZ2JPIUsxd,37.0,3.08e-06,0.466,0.972,0.0577,0.303,0.132,78200.0,2.0,-5.7189999999999985,1.0,135.118,0.199,79.0,2020-05-01,0.0,642
0JWkYIzIIShXHiqEGoqhCM,A Forest,black-metal,https://open.spotify.com/track/0JWkYIzIIShXHiqEGoqhCM,41.0,2.05e-05,0.452,0.98,0.0073700000000000015,0.0887,0.166,348488.0,6.0,-5.382999999999999,0.0,136.013,0.0395,10.0,2020-05-14,0.0,643
47BxP0ZncrtRpQHXzjmQ8T,"Now, Diabolical",black-metal,https://open.spotify.com/track/47BxP0ZncrtRpQHXzjmQ8T,24.0,5e-06,0.511,0.958,0.745,0.136,0.0524,330653.0,10.0,-6.311,0.0,129.941,0.257,2.0,2006,0.0,644
6oWnCDvDooKELJHP3Krold,Traitor,black-metal,https://open.spotify.com/track/6oWnCDvDooKELJHP3Krold,25.0,0.000126,0.155,0.988,0.941,0.258,0.101,219680.0,1.0,-4.615,1.0,102.082,0.0362,79.0,2016-02-26,0.0,645
